ID,Unnamed: 0,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_mit_Standardkäfig,Kurzzeichen_Lager_Alternative_Standardkäfige,d.1,d1,D1,FE,r12_min,r34_min,s_max,da_min,da_max,db_min_Da_min,Da_max,ra_max,rb_max,kr,Kurzzeichen_Winkelring,Gewicht_kg.1,B1,B2
791,0,15,35,11,12.5,10.2,1.22,22000.0,26000,0.047, NU 202 ECP,PHA,15,-,27.7,19.3,0.6,0.3,1,17.4,18.4,21.0,31.3,0.6,0.3,0.15,-,-,-,-
792,1,15,35,11,12.5,10.2,1.22,22000.0,26000,0.048, NJ 202 ECP,PHA,15,21.9,27.7,19.3,0.6,0.3,1,18.2,18.4,23.0,31.3,0.6,-,0.15,-,-,-,-
793,2,17,40,12,20.0,14.3,1.73,20000.0,22000,0.066, N 203 ECP,PH,17,25,-,35.1,0.6,0.3,1,20.7,33,37.0,37.1,0.6,0.3,0.12,-,-,-,-
794,3,17,40,12,20.0,14.3,1.73,20000.0,22000,0.068, NU 203 ECP,PHA,17,-,32.35,22.1,0.6,0.3,1,19.9,21.1,24.0,36.0,0.6,0.3,0.15,-,-,-,-
795,4,17,40,12,20.0,14.3,1.73,20000.0,22000,0.069, NJ 203 ECP,PHA,17,25,32.35,22.1,0.6,0.6,1,20.7,21.1,27.0,36.0,0.6,-,0.15,-,-,-,-
796,5,17,40,12,20.0,14.3,1.73,20000.0,22000,0.072, NUP 203 ECP,PHA,17,25,32.35,22.1,0.6,0.3,-,20.7,-,27.0,36.0,0.6,-,0.15,-,-,-,-
797,6,17,40,16,27.5,21.6,2.65,20000.0,22000,0.087, NU 2203 ECP,-,17,-,32.35,22.1,0.6,0.3,1.5,19.9,21.1,24.0,36.0,0.6,0.3,0.2,-,-,-,-
798,7,17,40,16,27.5,21.6,2.65,20000.0,22000,0.093, NJ 2203 ECP,-,17,25,32.35,22.1,0.6,0.3,1.5,20.7,21.1,27.0,36.0,0.6,-,0.2,-,-,-,-
799,8,17,40,16,27.5,21.6,2.65,20000.0,22000,0.097, NUP 2203 ECP,-,17,25,32.35,22.1,0.6,0.3,-,20.7,-,27.0,36.0,0.6,-,0.2,-,-,-,-
800,9,17,47,14,28.5,20.4,2.55,17000.0,20000,0.12,N 303 ECP,-,17,27.7,-,40.2,1.0,0.6,1,22.1,38,42.0,42.7,1.0,0.6,0.12,-,-,-,-
801,10,17,47,14,28.5,20.4,2.55,17000.0,20000,0.12, NJ 303 ECP,-,17,27.7,36.75,24.2,1.0,0.6,1,22.1,23.1,29.0,41.7,1.0,-,0.15,-,-,-,-
802,11,17,47,14,28.5,20.4,2.55,17000.0,20000,0.12, NU 303 ECP,-,17,-,36.75,24.2,1.0,0.6,1,21.1,23.1,26.0,41.7,1.0,0.6,0.15,-,-,-,-
803,12,20,47,14,28.5,22.0,2.75,17000.0,19000,0.11, N 204 ECP,-,20,29.7,-,41.5,1.0,0.6,1,25.0,40,43.0,43.5,1.0,0.6,0.12,-,-,-,-
804,13,20,47,14,28.5,22.0,2.75,17000.0,19000,0.11, NJ 204 ECP,ML; PHA,20,29.7,38.44,26.5,1.0,0.6,1,25.0,25.4,31.0,41.7,1.0,-,0.15,-,-,-,-
805,14,20,47,14,28.5,22.0,2.75,17000.0,19000,0.11, NU 204 ECP,ML; PHA,20,-,38.44,26.5,1.0,0.6,1,24.0,25.4,28.0,41.7,1.0,0.6,0.15,-,-,-,-
806,15,20,47,14,28.5,22.0,2.75,17000.0,19000,0.12, NUP 204 ECP,ML; PHA,20,29.7,38.44,26.5,1.0,0.6,-,25.0,-,31.0,41.7,1.0,-,0.15,-,-,-,-
807,16,20,47,18,34.5,27.5,3.45,17000.0,19000,0.14, NJ 2204 ECP,-,20,29.7,38.3,26.5,1.0,0.6,2,25.0,25.4,31.0,41.7,1.0,-,0.2,-,-,-,-
808,17,20,47,18,34.5,27.5,3.45,17000.0,19000,0.14, NU 2204 ECP,-,20,-,38.3,26.5,1.0,0.6,2,24.0,25.4,28.0,41.7,1.0,0.6,0.2,-,-,-,-
809,18,20,52,15,35.5,26.0,3.25,15000.0,18000,0.14, NU 304 ECP,-,20,-,41.85,27.5,1.1,0.6,0.9,24.1,26.2,29.0,45.4,1.0,0.6,0.15,HJ 304 EC,0.017,4,6.5
810,19,20,52,15,35.5,26.0,3.25,15000.0,18000,0.15, N 304 ECP,-,20,31.2,-,45.5,1.1,0.6,0.9,26.1,44,47.0,48.0,1.0,0.6,0.12,-,-,-,-
811,20,20,52,15,35.5,26.0,3.25,15000.0,18000,0.15, NJ 304 ECP,-,20,31.2,41.85,27.5,1.1,0.6,0.9,26.1,26.2,33.0,45.4,1.0,-,0.15,HJ 304 EC,0.017,4,6.5
812,21,20,52,15,35.5,26.0,3.25,15000.0,18000,0.16, NUP 304 ECP,-,20,31.2,41.85,27.5,1.1,0.6,-,26.1,-,33.0,45.4,1.0,-,0.15,-,-,-,-
813,22,20,52,21,47.5,38.0,4.8,15000.0,18000,0.21, NU 2304 ECP,-,20,-,41.85,27.5,1.1,0.6,1.9,24.1,26.2,29.0,45.4,1.0,0.6,0.25,-,-,-,-
814,23,20,52,21,47.5,38.0,4.8,15000.0,18000,0.22, NJ 2304 ECP,-,20,31.2,41.85,27.5,1.1,0.6,1.9,26.1,26.2,33.0,45.4,1.0,-,0.25,-,-,-,-
815,24,20,52,21,47.5,38.0,4.8,15000.0,18000,0.22, NUP 2304 ECP,-,20,31.2,41.85,27.5,1.1,0.6,-,26.1,-,33.0,45.4,1.0,-,0.25,-,-,-,-
816,25,25,47,12,14.2,13.2,1.4,18000.0,18000,0.082, NU 1005,-,25,-,38.8,30.5,0.6,0.3,1.5,27.1,29.5,32.0,43.1,0.6,0.3,0.1,-,-,-,-
817,26,25,52,15,32.5,27.0,3.35,15000.0,16000,0.13, N 205 ECP,-,25,34.7,-,46.5,1.0,0.6,1.3,29.9,45,48.0,48.5,1.0,0.6,0.12,-,-,-,-
818,27,25,52,15,32.5,27.0,3.35,15000.0,16000,0.13, NU 205 ECP,J; ML; PH; PHA,25,-,43.3,31.5,1.0,0.6,1.3,28.9,30.4,33.0,46.4,1.0,0.6,0.15,HJ 205 EC,0.015,3,6
819,28,25,52,15,32.5,27.0,3.35,15000.0,16000,0.14, NJ 205 ECP,J; ML; PH; PHA,25,34.7,43.3,31.5,1.0,0.6,1.3,29.9,30.4,36.0,46.4,1.0,-,0.15,-,-,-,-
820,29,25,52,15,32.5,27.0,3.35,15000.0,16000,0.14, NUP 205 ECP,J; ML; PH; PHA,25,34.7,43.3,31.5,1.0,0.6,-,29.9,-,36.0,46.4,1.0,-,0.15,-,-,-,-
821,30,25,52,18,39.0,34.0,4.25,15000.0,16000,0.16, NU 2205 ECP,ML; PH,25,-,43.3,31.5,1.0,0.6,1.8,28.9,30.4,33.0,46.4,1.0,0.6,0.2,HJ 2205 EC,0.014,3,6.5
822,31,25,52,18,39.0,34.0,4.25,15000.0,16000,0.17, NJ 2205 ECP,ML; PH,25,34.7,43.3,31.5,1.0,0.6,1.8,29.9,30.4,36.0,46.4,1.0,-,0.2,HJ 2205 EC,0.014,3,6.5
823,32,25,52,18,39.0,34.0,4.25,15000.0,16000,0.17, NUP 2205 ECP,ML; PH,25,34.7,43.3,31.5,1.0,0.6,-,29.9,-,36.0,46.4,1.0,-,0.2,-,-,-,-
824,33,25,62,17,46.5,36.5,4.55,12000.0,15000,0.23, N 305 ECP,-,25,38.1,-,54.0,1.1,1.1,1.3,31.0,52,56.0,56.4,1.0,1,0.12,-,-,-,-
825,34,25,62,17,46.5,36.5,4.55,12000.0,15000,0.23, NU 305 ECP,J; ML,25,-,50.15,34.0,1.1,1.1,1.3,31.0,32.5,36.0,54.9,1.0,1,0.15,HJ 305 EC,0.025,4,7
826,35,25,62,17,46.5,36.5,4.55,12000.0,15000,0.24, NJ 305 ECP,J; ML,25,38.1,50.15,34.0,1.1,1.1,1.3,31.0,32.5,40.0,54.9,1.0,-,0.15,HJ 305 EC,0.025,4,7
827,36,25,62,17,46.5,36.5,4.55,12000.0,15000,0.25, NUP 305 ECP,J; ML,25,38.1,50.15,34.0,1.1,1.1,-,31.0,-,40.0,54.9,1.0,-,0.15,-,-,-,
828,37,25,62,24,64.0,55.0,6.95,12000.0,15000,0.34, NU 2305 ECP,J; ML,25,-,50.15,34.0,1.1,1.1,2.3,31.0,32.5,36.0,54.9,1.0,1,0.25,HJ 2305 EC,0.023,4,8
829,38,25,62,24,64.0,55.0,6.95,12000.0,15000,0.35, NJ 2305 ECP,J; ML,25,38.1,50.15,34.0,1.1,1.1,2.3,31.0,32.5,40.0,54.9,1.0,-,0.25,HJ 2305 EC,0.023,4,8
830,39,25,62,24,64.0,55.0,6.95,12000.0,15000,0.36, NUP 2305 ECP,J; ML,25,38.1,50.15,34.0,1.1,1.1,-,31.0,-,40.0,54.9,1.0,-,0.25,-,-,-,-
831,40,30,55,13,17.9,17.3,1.86,15000.0,15000,0.11, NU 1006,-,30,-,45.56,36.5,1.0,0.6,1.6,32.9,35.6,38.0,49.8,1.0,0.6,0.1,-,-,-,-
832,41,30,62,16,44.0,36.5,4.5,13000.0,14000,0.2, N 206 ECP,-,30,41.2,-,55.5,1.0,0.6,1.3,35.3,54,57.0,58.1,1.0,0.6,0.12,-,-,-,-
833,42,30,62,16,44.0,36.5,4.5,13000.0,14000,0.2, NU 206 ECP,J; ML;  PH,30,-,51.95,37.5,1.0,0.6,1.3,34.3,36.1,39.0,55.9,1.0,0.6,0.15,HJ 206 EC,0.025,4,7
834,43,30,62,16,44.0,36.5,4.55,13000.0,14000,0.21, NJ 206 ECP,J; ML;  PH,30,41.2,51.95,37.5,1.0,0.6,1.3,35.3,36.1,43.0,55.9,1.0,-,0.15,HJ 206 EC,0.025,4,7
835,44,30,62,16,44.0,36.5,4.55,13000.0,14000,0.21, NUP 206 ECP,J; ML;  PH,30,41.2,51.95,37.5,1.0,0.6,-,35.3,-,43.0,55.9,1.0,-,0.15,-,-,-,-
836,45,30,62,20,55.0,49.0,6.1,13000.0,14000,0.26, NJ 2206 ECP,J; ML;  PH,30,41.2,51.95,37.5,1.0,0.6,1.8,35.3,36.1,43.0,55.9,1.0,-,0.2,-,-,-,-
837,46,30,62,20,55.0,49.0,6.1,13000.0,14000,0.26, NU 2206 ECP,J; ML;  PH,30,-,51.95,37.5,1.0,0.6,1.8,34.3,36.1,39.0,55.9,1.0,0.6,0.2,-,-,-,-
838,47,30,62,20,55.0,49.0,6.1,13000.0,14000,0.27, NUP 2206 ECP,J; ML;  PH,30,41.2,51.95,37.5,1.0,0.6,-,35.3,-,43.0,55.9,1.0,-,0.2,-,-,-,-
839,48,30,72,19,58.5,48.0,6.2,11000.0,12000,0.36, N 306 ECP,-,30,45,-,62.5,1.1,1.1,1.4,37.0,61,64.0,65.5,1.0,1,0.12,-,-,-,-
840,49,30,72,19,58.5,48.0,6.2,11000.0,12000,0.36, NU 306 ECP,J; M;  ML,30,-,58.35,40.5,1.1,1.1,1.4,37.0,39,43.0,65.1,1.0,1,0.15,HJ 306 EC,0.042,5,8.5
841,50,30,72,19,58.5,48.0,6.2,11000.0,12000,0.37, NJ 306 ECP,J; M;  ML,30,45,58.35,40.5,1.1,1.1,1.4,37.0,39,47.0,65.1,1.0,-,0.15,HJ 306 EC,0.042,5,8.5
842,51,30,72,19,58.5,48.0,6.2,11000.0,12000,0.38, NUP 306 ECP,J; M;  ML,30,45,58.35,40.5,1.1,1.1,-,37.0,-,47.0,65.1,1.0,-,0.15,-,-,-,-
843,52,30,72,27,83.0,75.0,9.65,11000.0,12000,0.53, NU 2306 ECP,ML;  PH,30,-,58.35,40.5,1.1,1.1,2.4,37.0,39,43.0,65.1,1.0,1,0.25,-,-,-,-
844,53,30,72,27,83.0,75.0,9.65,11000.0,12000,0.54, NJ 2306 ECP,ML;  PH,30,45,58.35,40.5,1.1,1.1,2.4,37.0,39,47.0,65.1,1.0,-,0.25,-,-,-,-
845,54,30,72,27,83.0,75.0,9.65,11000.0,12000,0.54, NUP 2306 ECP,ML;  PH,30,45,58.35,40.5,1.1,1.1,-,37.0,-,47.0,65.1,1.0,-,0.25,-,-,-,-
846,55,30,90,23,60.5,53.0,6.8,9000.0,11000,0.75, NU 406,MA,30,-,66.1,45.0,1.5,1.5,1.6,41.0,43,47.0,81.0,1.5,1.5,0.15,HJ 406,0.08,7,11.5
847,56,30,90,23,60.5,53.0,6.8,9000.0,11000,0.78, NJ 406,MA,30,50.5,66.1,45.0,1.5,1.5,1.6,41.0,43,53.0,81.0,1.5,-,0.15,HJ 406,0.08,7,11.5
848,57,35,62,14,35.8,38.0,4.55,13000.0,13000,0.16, NU 1007 ECP,PH,35,-,53.95,42.0,1.0,0.6,1,38.0,41,44.0,56.5,1.0,0.6,0.1,-,-,-,-
849,58,35,72,17,56.0,48.0,6.1,11000.0,12000,0.29, NU 207 ECP,J; M;  ML;  PH; PHA,35,-,60.2,44.0,1.1,0.6,1.3,39.8,42.2,46.0,65.1,1.0,0.6,0.15,HJ 207 EC,0.033,4,7
850,59,35,72,17,56.0,48.0,6.1,11000.0,12000,0.3, N 207 ECP,-,35,48.1,-,64.0,1.1,0.6,1.3,41.8,62,66.0,67.2,1.0,0.6,0.12,-,-,-,-
851,60,35,72,17,56.0,48.0,6.1,11000.0,12000,0.3, NJ 207 ECP,J; M;  ML;  PH; PHA,35,48.1,60.2,44.0,1.1,0.6,1.3,41.8,42.2,50.0,65.1,1.0,-,0.15,HJ 207 EC,0.033,4,7
852,61,35,72,17,56.0,48.0,6.1,11000.0,12000,0.31, NUP 207 ECP,J; M;  ML;  PH; PHA,35,48.1,60.2,44.0,1.1,0.6,-,41.8,-,50.0,65.1,1.0,-,0.15,-,-,-,-
853,62,35,72,23,69.5,63.0,8.15,11000.0,12000,0.4, NU 2207 ECP,J; ML;  PH,35,-,60.2,44.0,1.1,0.6,2.8,39.8,42.2,46.0,65.1,1.0,0.6,0.2,-,-,-,-
854,63,35,72,23,69.5,63.0,8.15,11000.0,12000,0.41, NJ 2207 ECP,J; ML;  PH,35,48.1,60.2,44.0,1.1,0.6,2.8,41.8,42.2,50.0,65.1,1.0,-,0.2,-,-,-,-
855,64,35,72,23,69.5,63.0,8.15,11000.0,12000,0.42, NUP 2207 ECP,J; ML;  PH,35,48.1,60.2,44.0,1.1,0.6,-,42.0,-,50.0,65.1,1.0,-,0.2,-,-,-,-
856,65,35,80,21,75.0,63.0,8.15,9500.0,11000,0.47, NU 307 ECP,J; M;  ML;  PH,35,-,65.8,46.2,1.5,1.1,1.2,42.0,44,48.0,72.2,1.5,1,0.15,HJ 307 EC,0.058,6,9.5
857,66,35,80,21,75.0,63.0,8.15,9500.0,11000,0.48,N 307 ECP,-,35,51,-,70.2,1.5,1.1,1.2,43.0,68,72.0,73.4,1.5,1,0.12,-,-,-,-
858,67,35,80,21,75.0,63.0,8.15,9500.0,11000,0.49, NJ 307 ECP,J; M;  ML;  PH,35,51,65.8,46.2,1.5,1.1,1.2,43.0,44,53.0,72.2,1.5,-,0.15,HJ 307 EC,0.058,6,9.5
859,68,35,80,21,75.0,63.0,8.15,9500.0,11000,0.49, NUP 307 ECP,J; M;  ML;  PH,35,51,65.8,46.2,1.5,1.1,-,44.0,-,53.0,72.2,1.5,-,0.15,-,-,-,-
860,69,35,80,31,106.0,98.0,12.7,9500.0,11000,0.72, NU 2307 ECP;PH,35,-,65.8,46.2,1.5,1.1,2.7,42.0,44.0,48.0,72.2,1.5,1,0.25,-,-,-,-,
861,70,35,80,31,106.0,98.0,12.7,9500.0,11000,0.73, NJ 2307 ECP;PH,35,51,65.8,46.2,1.5,1.1,2.7,43.0,44.0,53.0,72.2,1.5,-,0.25,-,-,-,-,
862,71,35,80,31,106.0,98.0,12.7,9500.0,11000,0.76, NUP 2307 ECP,PH,35,51,65.8,46.2,1.5,1.1,-,43.0,-,53.0,72.2,1.5,-,0.25,-,-,-,
863,72,35,100,25,76.5,69.5,9.0,8000.0,9500,1.0, NJ 407,-,35,59,77.15,53.0,1.5,1.5,1.7,48.0,51,61.0,90.0,1.5,-,0.15,-,-,-,-
864,73,35,100,25,76.5,69.5,9.0,8000.0,9500,1.0, NU 407,-,35,-,77.15,53.0,1.5,1.5,1.7,48.0,51,55.0,90.0,1.5,1.5,0.15,-,-,-,-
865,74,40,68,15,25.1,26.0,3.0,12000.0,18000,0.23, NU 1008 ML; -,40,-,57.6,47.0,1.0,0.6,2.4,43.0,46.0,49.0,62.3,1.0,0.6,0.15,-,-,-,-,
866,75,40,80,18,62.0,53.0,6.7,9500.0,11000,0.37, N 208 ECP,PH,40,54,-,71.5,1.1,1.1,1.4,47.0,69,73.0,74.1,1.0,1,0.12,-,-,-,-
867,76,40,80,18,62.0,53.0,6.7,9500.0,11000,0.37, NU 208 ECP,J; M;  ML;  PH,40,-,67.4,49.5,1.1,1.1,1.4,47.0,48,51.0,72.8,1.0,1,0.15,HJ 208 EC,0.047,5,8.5
868,77,40,80,18,62.0,53.0,6.7,9500.0,11000,0.38, NJ 208 ECP,J; M;  ML;  PH,40,54,67.4,49.5,1.1,1.1,1.4,47.0,48,56.0,72.8,1.0,-,0.15,HJ 208 EC,0.047,5,8.5
869,78,40,80,18,62.0,53.0,6.7,9500.0,11000,0.39, NUP 208 ECP,J; M;  ML;  PH,40,54,67.4,49.5,1.1,1.1,-,47.0,-,56.0,72.8,1.0,-,0.15,-,-,-,-
870,79,40,80,23,81.5,75.0,9.65,9500.0,11000,0.49, NU 2208 ECP,J; ML;  PH,40,-,67.4,49.5,1.1,1.1,1.9,47.0,48,51.0,72.8,1.0,1,0.2,HJ 2208 EC,0.048,5,9
871,80,40,80,23,81.5,75.0,9.65,9500.0,11000,0.5, NJ 2208 ECP,J; ML;  PH,40,54,67.4,49.5,1.1,1.1,1.9,47.0,48,56.0,72.8,1.0,-,0.2,HJ 2208 EC,0.048,5,9
872,81,40,80,23,81.5,75.0,9.65,9500.0,11000,0.51, NUP 2208 ECP,J; ML;  PH,40,54,67.4,49.5,1.1,1.1,-,47.0,-,56.0,72.8,1.0,-,0.2,-,-,-,-
873,82,40,90,23,93.0,78.0,10.2,8000.0,9500,0.65, N 308 ECP,M,40,57.5,-,80.0,1.5,1.5,1.4,48.0,78,82.0,83.2,1.5,1.5,0.12,-,-,-,-
874,83,40,90,23,93.0,78.0,10.2,8000.0,9500,0.65, NU 308 ECP,J; M;  ML;  PH,40,-,75,52.0,1.5,1.5,1.4,48.0,50,54.0,81.8,1.5,1.5,0.15,HJ 308 EC,0.084,7,11
875,84,40,90,23,93.0,78.0,10.2,8000.0,9500,0.67, NJ 308 ECP,J; M;  ML;  PH,40,57.5,75,52.0,1.5,1.5,1.4,48.0,50,60.0,81.8,1.5,-,0.15,HJ 308 EC,0.084,7,11
876,85,40,90,23,93.0,78.0,10.2,8000.0,9500,0.68, NUP 308 ECP,J; M;  ML;  PH,40,57.5,75,52.0,1.5,1.5,-,48.0,-,60.0,81.8,1.5,-,0.15,-,-,-,-
877,86,40,90,33,129.0,120.0,15.3,8000.0,9500,0.93, NU 2308 ECP,J; M;  ML;  PH,40,-,75,52.0,1.5,1.5,2.9,48.0,50,54.0,81.8,1.5,1.5,0.25,-,-,-,-
878,87,40,90,33,129.0,120.0,15.3,8000.0,9500,0.95, NJ 2308 ECP,J; M;  ML;  PH,40,57.5,75,52.0,1.5,1.5,2.9,48.0,50,60.0,81.8,1.5,-,0.25,-,-,-,-
879,88,40,90,33,129.0,120.0,15.3,8000.0,9500,0.98, NUP 2308 ECP,J; M;  ML;  PH,40,57.5,75,52.0,1.5,1.5,-,48.0,-,60.0,81.8,1.5,-,0.25,-,-,-,-
880,89,40,110,27,96.8,90.0,11.6,7000.0,8500,1.3, NJ 408,M;  MA,40,64.8,85.3,58.0,2.0,2.0,2.5,52.0,56,67.0,99.0,2.0,-,0.15,-,-,-,-
881,90,40,110,27,96.8,90.0,11.6,7000.0,8500,1.3, NU 408,M;  MA,40,-,85.3,58.0,2.0,2.0,2.5,52.0,56,60.0,99.0,2.0,2,0.15,-,-,-,-
882,91,45,75,16,44.6,52.0,6.3,11000.0,11000,0.25, NU 1009 ECP,-,45,-,65.3,52.5,1.0,0.6,0.9,48.4,51,54.0,69.8,1.0,0.6,0.1,-,-,-,-
883,92,45,75,16,44.6,52.0,6.3,11000.0,11000,0.26, NJ 1009 ECP,PH,45,56,65.3,52.5,1.0,0.6,0.9,48.4,51,57.5,69.8,1.0,-,0.1,-,-,-,-
884,93,45,85,19,69.5,64.0,8.15,9000.0,9500,0.42, NU 209 ECP,J; M;  ML,45,-,72.4,54.5,1.1,1.1,1.2,52.0,53,56.0,77.6,1.0,1,0.15,HJ 209 EC,0.052,5,8.5
885,94,45,85,19,69.5,64.0,8.15,9000.0,9500,0.43, N 209 ECP,M,45,59,-,76.5,1.1,1.1,1.2,52.0,74,78.0,79.1,1.0,1,0.12,-,-,-,-
886,95,45,85,19,69.5,64.0,8.15,9000.0,9500,0.44, NJ 209 ECP,J; M;  ML,45,59,72.4,54.5,1.1,1.1,1.2,52.0,53,61.0,77.6,1.0,-,0.15,HJ 209 EC,0.052,5,8.5
887,96,45,85,19,69.5,64.0,8.15,9000.0,9500,0.44, NUP 209 ECP,J; M;  ML,45,59,72.4,54.5,1.1,1.1,-,52.0,-,61.0,77.6,1.0,-,0.15,-,-,-,-
888,97,45,85,23,85.0,81.5,10.6,9000.0,9500,0.52, NU 2209 ECP,J; PH,45,-,72.4,54.5,1.1,1.1,1.7,52.0,53,56.0,77.6,1.0,1,0.2,-,-,-,-
889,98,45,85,23,85.0,81.5,10.6,9000.0,9500,0.54, NJ 2209 ECP,J; PH,45,59,72.4,54.5,1.1,1.1,1.7,52.0,53,61.0,77.6,1.0,-,0.2,-,-,-,-
890,99,45,85,23,85.0,81.5,10.6,9000.0,9500,0.55, NUP 2209 ECP,J; PH,45,59,72.4,54.5,1.1,1.1,-,52.0,-,61.0,77.6,1.0,-,0.2,-,-,-,-
891,100,45,100,25,112.0,100.0,12.9,7500.0,8500,0.88, N 309 ECP,-,45,64.4,-,88.5,1.5,1.5,1.7,54.0,86,91.0,92.3,1.5,1.5,0.12,-,-,-,-
892,101,45,100,25,112.0,100.0,12.9,7500.0,8500,0.89, NJ 309 ECP,J; M;  ML;  PH,45,64.4,83.2,58.5,1.5,1.5,1.7,54.0,56,67.0,91.4,1.5,-,0.15,HJ 309 EC,0.11,7,11.5
893,102,45,100,25,112.0,100.0,12.9,7500.0,8500,0.9, NU 309 ECP,J; M;  ML;  PH,45,-,83.2,58.5,1.5,1.5,1.7,54.0,56,60.0,91.4,1.5,1.5,0.15,HJ 309 EC,0.11,7,11.5
894,103,45,100,25,112.0,100.0,12.9,7500.0,8500,0.93, NUP 309 ECP,J; M;  ML;  PH,45,64.4,83.2,58.5,1.5,1.5,-,54.0,-,67.0,91.4,1.5,-,0.15,-,-,-,-
895,104,45,100,36,160.0,153.0,20.0,7500.0,8500,1.3, NU 2309 ECP,ML,45,-,83.2,58.5,1.5,1.5,3.2,54.0,56,60.0,91.4,1.5,1.5,0.25,-,-,-,-
896,105,45,100,36,160.0,153.0,20.0,7500.0,8500,1.35, NJ 2309 ECP,ML,45,64.4,83.2,58.5,1.5,1.5,3.2,54.0,56,67.0,91.4,1.5,-,0.25,-,-,-,
897,106,45,100,36,160.0,153.0,20.0,7500.0,8500,1.35, NUP 2309 ECP,ML,45,64.4,83.2,58.5,1.5,1.5,-,54.0,-,67.0,91.4,1.5,-,0.25,-,-,-,-
898,107,45,120,29,106.0,102.0,13.4,6700.0,7500,1.65, NJ 409,-,45,71.8,93.4,64.5,2.0,2.0,2.5,58.0,62,75.0,108.0,2.0,-,0.15,HJ 409,0.18,8,13.5
899,108,45,120,29,106.0,102.0,13.4,6700.0,7500,1.65, NU 409,-,45,-,93.4,64.5,2.0,2.0,2.5,58.0,62,66.0,108.0,2.0,2,0.15,HJ 409,0.18,8,13.5
900,109,50,80,16,46.8,56.0,6.7,9500.0,9500,0.27, NU 1010 ECP,-,50,-,70.5,57.5,1.0,0.6,1,57.0,56,59.0,74.6,1.0,0.6,0.1,-,-,-,-
901,110,50,90,20,73.5,69.5,8.8,8500.0,9000,0.47, NU 210 ECP,J; M;  ML;  PH,50,-,77.4,59.5,1.1,1.1,1.5,57.0,57.5,61.0,82.4,1.0,1,0.15,HJ 210 EC,0.058,5,9
902,111,50,90,20,73.5,69.5,8.8,8500.0,9000,0.48,N 210 ECP,M,50,64,-,81.5,1.1,1.1,1.5,57.0,79,83.0,84.0,1.0,1,0.12,-,-,-,-
903,112,50,90,20,73.5,69.5,8.8,8500.0,9000,0.49, NJ 210 ECP,J; M;  ML;  PH,50,64,77.4,59.5,1.1,1.1,1.5,57.0,57.5,66.0,82.4,1.0,-,0.15,-,-,-,-
904,113,50,90,20,73.5,69.5,8.8,8500.0,9000,0.5, NUP 210 ECP,J; M;  ML;  PH,50,64,77.4,59.5,1.1,1.1,-,57.0,-,66.0,82.4,1.0,-,0.15,-,-,-,-
905,114,50,90,23,90.0,88.0,11.4,8500.0,9000,0.56, NU 2210 ECP,J; M;  ML;  PH,50,-,77.4,59.5,1.1,1.1,1.5,57.0,57.5,61.0,82.4,1.0,1,0.2,-,-,-,-
