ID,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_offen_oder_beidseitig_abgedichtet,Kurzzeichen_einseitig_abgedichtet,d.1,d1,d2,D1,D2,r12_min,da_min,da_max,Da_max,ra_max,kr,f0
158,17,35,8.0,6.37,3.25,0.137,45000,22000,0.032,16003-2Z,-,17,23,-,-,31.2,0.3,19.0,22.6,33.0,0.3,0.02,14.0,
159,17,35,8.0,6.37,3.25,0.137,45000,28000,0.031,16003,-,17,23,-,-,31.2,0.3,19.0,-,33.0,0.3,0.02,14.0,
160,17,35,10.0,6.37,3.25,0.137,45000,28000,0.038,6003,-,17,23,-,-,31.2,0.3,19.0,-,33.0,0.3,0.025,14.0,
161,17,35,10.0,6.37,3.25,0.137,-,13000,0.039,6003-2RSH,6003-RSH,17,-,20.4,-,31.2,0.3,19.0,20.5,33.0,0.3,0.025,14.0,
162,17,35,10.0,6.37,3.25,0.137,45000,22000,0.039,6003-2RSL,6003-RSL,17,-,20.4,-,31.2,0.3,19.0,20.5,33.0,0.3,0.025,14.0,
163,17,35,10.0,6.37,3.25,0.137,45000,22000,0.041,6003-2Z,6003-Z,17,23,-,-,31.2,0.3,19.0,22.9,33.0,0.3,0.025,14.0,
164,17,35,14.0,6.05,3.25,0.137,-,13000,0.052,63003-2RS1,-,17,23,-,-,31.2,0.3,19.0,22.9,33.0,0.3,0.025,14.0,
165,17,40,12.0,9.95,4.75,0.2,38000,24000,0.065,6203,-,17,24.5,-,-,35,0.6,21.2,-,35.8,0.6,0.025,13.0,
166,17,40,12.0,9.95,4.75,0.2,-,12000,0.067,6203-2RSH,6203-RSH,17,-,21.7,-,35,0.6,21.2,22,35.8,0.6,0.025,13.0,
167,17,40,12.0,9.95,4.75,0.2,38000,19000,0.067,6203-2RSL,6203-RSL,17,-,21.7,-,35,0.6,21.2,22,35.8,0.6,0.025,13.0,
168,17,40,12.0,9.95,4.75,0.2,38000,19000,0.068,6203-2Z,6203-Z,17,24.5,-,-,35,0.6,21.2,24.4,35.8,0.6,0.025,13.0,
169,17,40,12.0,11.4,5.4,0.228,38000,24000,0.064,6203 ETN9,-,17,24.5,-,32.7,-,0.6,21.2,-,35.8,0.6,0.03,12.0,
170,17,40,16.0,9.56,4.75,0.2,-,12000,0.089,62203-2RS1,-,17,-,21.5,-,35,0.6,21.2,24.4,35.8,0.6,0.025,13.0,
171,17,47,14.0,14.3,6.55,0.275,34000,22000,0.11,6303,-,17,26.5,-,-,39.6,1.0,22.6,-,41.4,1.0,0.03,12.0,
172,17,47,14.0,14.3,6.55,0.275,-,11000,0.12,6303-2RSH,6303-RSH,17,-,23.4,-,39.6,1.0,22.6,23.5,41.4,1.0,0.03,12.0,
173,17,47,14.0,14.3,6.55,0.275,34000,17000,0.12,6303-2RSL,6303-RSL,17,-,23.4,-,39.6,1.0,22.6,23.5,41.4,1.0,0.03,12.0,
174,17,47,14.0,14.3,6.55,0.275,34000,17000,0.12,6303-2Z,6303-Z,17,26.5,-,-,39.6,1.0,22.6,26.4,41.4,1.0,0.03,12.0,
175,17,47,19.0,13.5,6.55,0.275,-,11000,0.16,62303-2RS1,-,17,26.5,-,-,39.6,1.0,22.6,26.4,41.4,1.0,0.03,12.0,
176,17,62,17.0,22.9,10.8,0.455,28000,18000,0.27,6403,-,17,32.4,-,-,48.7,1.1,23.5,-,55.0,1.0,0.035,11.0,
177,20,32,7.0,4.03,2.32,0.104,-,13000,0.018,61804-2RS1,-,20,23.8,-,-,29.4,0.6,22.0,23.6,30.0,0.3,0.015,15.0,
178,20,32,7.0,4.03,2.32,0.104,45000,22000,0.018,61804-2RZ,-,20,23.8,-,-,29.4,0.6,22.0,23.6,30.0,0.3,0.015,15.0,
179,20,32,7.0,4.03,2.32,0.104,45000,28000,0.018,61804,-,20,23.8,-,28.3,-,0.3,22.0,-,30.0,0.3,0.015,15.0,
180,20,37,9.0,6.37,3.65,0.156,-,12000,0.038,61904-2RS1,-,20,25.5,-,-,32.7,0.3,22.0,23,35.0,0.3,0.02,15.0,
181,20,37,9.0,6.37,3.65,0.156,43000,20000,0.038,61904-2RZ,-,20,25.5,-,-,32.7,0.3,22.0,25.5,35.0,0.3,0.02,15.0,
182,20,37,9.0,6.37,3.65,0.156,43000,26000,0.037,61904,-,20,25.5,-,-,32.7,0.3,22.0,-,35.0,0.3,0.02,15.0,
183,20,42,8.0,7.28,4.05,0.173,38000,24000,0.051,16004,-,20,27.2,-,-,37.2,0.3,22.0,-,40.0,0.3,0.02,15.0,
184,20,42,12.0,9.95,5.0,0.212,38000,24000,0.067,6004,-,20,27.2,-,-,37.2,0.6,23.2,-,38.8,0.6,0.025,14.0,
185,20,42,12.0,9.95,5.0,0.212,-,11000,0.067,6004-2RSH,6004-RSH,20,-,24.6,-,37.2,0.6,23.2,24.5,38.8,0.6,0.025,14.0,
186,20,42,12.0,9.95,5.0,0.212,38000,19000,0.069,6004-2RSL,6004-RSL,20,-,24.6,-,37.2,0.6,23.2,24.5,38.8,0.6,0.025,14.0,
187,20,42,12.0,9.95,5.0,0.212,38000,19000,0.071,6004-2Z,6004-Z,20,27.2,-,-,37.2,0.6,23.2,27.1,38.8,0.6,0.025,14.0,
188,20,42,16.0,9.36,5.0,0.212,-,11000,0.086,63004-2RS1,-,20,27.2,-,-,37.2,0.6,23.2,27.1,38.8,0.6,0.025,14.0,
189,20,47,14.0,13.5,6.55,0.28,32000,20000,0.11,6204,-,20,28.8,-,-,40.6,1.0,25.6,-,41.4,1.0,0.025,13.0,
190,20,47,14.0,13.5,6.55,0.28,-,10000,0.11,6204-2RSH,6204-RSH,20,-,26,-,40.6,1.0,25.6,26,41.4,1.0,0.025,13.0,
191,20,47,14.0,13.5,6.55,0.28,32000,17000,0.11,6204-2RSL,6204-RSL,20,-,26,-,40.6,1.0,25.6,26,41.4,1.0,0.025,13.0,
192,20,47,14.0,13.5,6.55,0.28,32000,17000,0.11,6204-2Z,6204-Z,20,28.8,-,-,40.6,1.0,25.6,28.7,41.4,1.0,0.025,13.0,
193,20,47,14.0,15.6,7.65,0.325,32000,20000,0.098,6204 ETN9,-,20,28.2,-,39.6,-,1.0,25.6,-,41.4,1.0,0.025,12.0,
194,20,47,18.0,12.7,6.55,0.28,-,10000,0.13,62204-2RS1,-,20,28.8,-,-,40.6,1.0,25.6,28.7,41.4,1.0,0.025,13.0,
195,20,52,15.0,15.9,7.8,0.335,30000,15000,0.15,6304-2RSL,6304-RSL,20,-,26.9,-,44.8,1.1,27.0,27,45.0,1.0,0.03,12.0,
196,20,52,15.0,16.8,7.8,0.335,30000,19000,0.14,6304,-,20,30.3,-,-,44.8,1.1,27.0,-,45.0,1.0,0.03,12.0,
197,20,52,15.0,16.8,7.8,0.335,-,9500,0.15,6304-2RSH,6304-RSH,20,-,26.9,-,44.8,1.1,27.0,27.3,45.0,1.0,0.03,12.0,
198,20,52,15.0,16.8,7.8,0.335,30000,15000,0.15,6304-2Z,6304-Z,20,30.3,-,-,44.8,1.1,27.0,30.3,45.0,1.0,0.03,12.0,
199,20,52,15.0,18.2,9.0,0.38,30000,19000,0.14,6304 ETN9,-,20,30.3,-,42.6,-,1.1,27.0,-,45.0,1.0,0.03,12.0,
200,20,52,21.0,15.9,7.8,0.335,-,9500,0.21,62304-2RS1,-,20,30.3,-,-,44.8,1.1,27.0,30.3,45.0,1.0,0.03,12.0,
201,20,72,19.0,30.7,15.0,0.64,24000,15000,0.41,6404,-,20,37.1,-,54.8,-,1.1,29.0,-,63.0,1.0,0.035,11.0,
202,22,50,14.0,14.0,7.65,0.325,-,9000,0.12,62/22-2RS1,-,22,32.2,-,-,44,1.0,27.6,32,44.4,1.0,0.025,14.0,
203,22,50,14.0,14.0,7.65,0.325,30000,19000,0.12,62/22,-,22,32.2,-,-,44,1.0,27.6,-,44.4,1.0,0.025,14.0,
204,22,56,16.0,18.6,9.3,0.39,28000,18000,0.18,63/22,-,22,32.9,-,45.3,-,1.1,29.0,-,47.0,1.0,0.03,12.0,
205,25,37,7.0,4.36,2.6,0.125,-,11000,0.022,61805-2RS1,-,25,-,27.4,-,34.2,0.6,27.0,27.3,35.0,0.3,0.015,14.0,
206,25,37,7.0,4.36,2.6,0.125,38000,19000,0.022,61805-2RZ,-,25,28.5,-,-,34.2,0.3,27.0,28.4,35.0,0.3,0.015,14.0,
207,25,37,7.0,4.36,2.6,0.125,38000,24000,0.022,61805,-,25,28.5,-,33.2,-,0.6,27.0,-,35.0,0.3,0.015,14.0,
208,25,42,9.0,7.02,4.3,0.193,-,10000,0.045,61905-2RS1,-,25,30.2,-,-,37.7,0.6,27.0,29,40.0,0.3,0.02,15.0,
209,25,42,9.0,7.02,4.3,0.193,36000,18000,0.045,61905-2RZ,-,25,30.2,-,-,37.7,0.6,27.0,29,40.0,0.3,0.02,15.0,
210,25,42,9.0,7.02,4.3,0.193,36000,22000,0.045,61905,-,25,30.2,-,-,37.7,0.6,27.0,-,40.0,0.3,0.02,15.0,
211,25,47,8.0,8.06,4.75,0.212,32000,20000,0.055,16005,-,25,33.3,-,-,42.4,0.3,27.0,-,45.0,0.3,0.02,15.0,
212,25,47,12.0,11.9,6.55,0.275,32000,20000,0.078,6005,-,25,32,-,-,42.2,0.6,28.2,-,43.8,0.6,0.025,14.0,
213,25,47,12.0,11.9,6.55,0.275,-,9500,0.081,6005-2RSH,6005-RSH,25,-,29.4,-,42.2,0.6,28.2,29.5,43.8,0.6,0.025,14.0,
214,25,47,12.0,11.9,6.55,0.275,32000,16000,0.08,6005-2RSL,6005-RSL,25,-,29.4,-,42.2,0.6,28.2,29.5,43.8,0.6,0.025,14.0,
215,25,47,12.0,11.9,6.55,0.275,32000,16000,0.083,6005-2Z,6005-Z,25,32,-,-,42.2,0.6,28.2,31.9,43.8,0.6,0.025,14.0,
216,25,47,16.0,11.2,6.55,0.275,-,9500,0.11,63005-2RS1,-,25,32,-,-,42.2,0.6,29.2,31.9,43.8,0.6,0.025,14.0,
217,25,52,15.0,14.8,7.8,0.335,28000,18000,0.13,6205,-,25,34.3,-,-,46.3,1.0,30.6,-,46.4,1.0,0.025,14.0,
218,25,52,15.0,14.8,7.8,0.335,-,8500,0.13,6205-2RSH,6205-RSH,25,-,31.3,-,46.3,1.0,30.6,31.5,46.4,1.0,0.025,14.0,
219,25,52,15.0,14.8,7.8,0.335,28000,14000,0.13,6205-2RSL,6205-RSL,25,-,31.3,-,46.3,1.0,30.6,31.5,46.4,1.0,0.025,14.0,
220,25,52,15.0,14.8,7.8,0.335,28000,14000,0.13,6205-2Z,6205-Z,25,34.3,-,-,46.3,1.0,30.6,34.3,46.4,1.0,0.025,14.0,
221,25,52,15.0,17.8,9.3,0.4,28000,18000,0.12,6205 ETN9,-,25,33.1,-,-,46.3,1.0,30.6,-,46.4,1.0,0.025,13.0,
222,25,52,18.0,14.0,7.8,0.335,-,8500,0.13,62205-2RS1,-,25,34.3,-,-,46.3,1.0,30.6,34.3,46.4,1.0,0.025,14.0,
223,25,62,17.0,23.4,11.6,0.49,24000,16000,0.23,6305,-,25,36.6,-,-,52.7,1.1,32.0,-,55.0,1.0,0.03,12.0,
224,25,62,17.0,23.4,11.6,0.49,-,7500,0.24,6305-2RSH,6305-RSH,25,-,33,-,52.7,1.1,32.0,33,55.0,1.0,0.03,12.0,
225,25,62,17.0,23.4,11.6,0.49,24000,13000,0.23,6305-2RZ,6305-RZ,25,36.6,-,-,52.7,1.1,32.0,36.5,55.0,1.0,0.03,12.0,
226,25,62,17.0,23.4,11.6,0.49,24000,13000,0.23,6305-2Z,6305-Z,25,36.6,-,-,52.7,1.1,32.0,36.5,55.0,1.0,0.03,12.0,
227,25,62,17.0,26.0,13.4,0.57,24000,16000,0.22,6305 ETN9,-,25,36.3,-,51.7,-,1.1,32.0,-,55.0,1.0,0.03,12.0,
228,25,62,24.0,22.5,11.6,0.49,-,7500,0.32,62305-2RS1,-,25,36.6,-,-,52.7,1.1,32.0,36.5,55.0,1.0,0.03,12.0,
229,25,80,21.0,35.8,19.3,0.815,20000,13000,0.54,6405,-,25,45.4,-,62.9,-,1.5,34.0,-,71.0,1.5,0.035,12.0,
230,28,58,16.0,16.8,9.5,0.405,26000,16000,0.17,62/28,-,28,37,-,-,51.5,1.0,33.6,-,52.0,1.0,0.025,14.0,
231,28,68,18.0,25.1,13.7,0.585,22000,14000,0.3,63/28,-,28,41.7,-,-,57.8,1.1,35.0,-,61.0,1.0,0.03,13.0,
232,30,42,7.0,4.49,2.9,0.146,-,9500,0.025,61806-2RS1,-,30,-,32.6,-,39.4,0.6,32.0,32.5,40.0,0.3,0.015,14.0,
233,30,42,7.0,4.49,2.9,0.146,32000,16000,0.025,61806-2RZ,-,30,33.7,-,-,39.4,0.6,32.0,33.6,40.0,0.3,0.015,14.0,
234,30,42,7.0,4.49,2.9,0.146,32000,20000,0.025,61806,-,30,33.7,-,38.4,-,0.3,32.0,-,40.0,0.3,0.015,14.0,
235,30,47,9.0,7.28,4.55,0.212,-,8500,0.051,61906-2RS1,-,30,-,34.2,-,42.7,0.3,32.0,34,45.0,0.3,0.02,14.0,
236,30,47,9.0,7.28,4.55,0.212,30000,15000,0.051,61906-2RZ,-,30,35.2,-,-,42.7,0.3,32.0,35.1,45.0,0.3,0.02,14.0,
237,30,47,9.0,7.28,4.55,0.212,30000,19000,0.049,61906,-,30,35.2,-,-,42.7,0.3,32.0,-,45.0,0.3,0.02,14.0,
238,30,55,9.0,11.9,7.35,0.31,28000,17000,0.089,16006,-,30,37.7,-,47.3,-,0.3,32.0,-,53.0,0.3,0.02,15.0,
239,30,55,13.0,13.8,8.3,0.355,28000,17000,0.12,6006,-,30,38.2,-,-,49,1.0,34.6,-,50.0,1.0,0.025,15.0,
240,30,55,13.0,13.8,8.3,0.355,-,8000,0.12,6006-2RS1,6006-RS1,30,38.2,-,-,49,1.0,34.6,38.1,50.0,1.0,0.025,15.0,
241,30,55,13.0,13.8,8.3,0.355,28000,14000,0.12,6006-2RZ,6006-RZ,30,38.2,-,-,49,1.0,34.6,38.1,50.0,1.0,0.025,15.0,
242,30,55,13.0,13.8,8.3,0.355,28000,14000,0.12,6006-2Z,6006-Z,30,38.2,-,-,49,1.0,34.6,38.1,50.0,1.0,0.025,15.0,
243,30,55,19.0,13.3,8.3,0.355,-,8000,0.17,63006-2RS1,-,30,38.2,-,-,49,1.0,34.6,38.1,50.0,1.0,0.025,15.0,
244,30,62,16.0,20.3,11.2,0.475,24000,15000,0.2,6206,-,30,40.3,-,-,54.1,1.0,35.6,-,56.0,1.0,0.025,14.0,
245,30,62,16.0,20.3,11.2,0.475,-,7500,0.21,6206-2RSH,6206-RSH,30,-,37.3,-,54.1,1.0,35.6,37.3,56.0,1.0,0.025,14.0,
246,30,62,16.0,20.3,11.2,0.475,24000,12000,0.2,6206-2RZ,6206-RZ,30,40.3,-,-,54.1,1.0,35.6,40.3,56.0,1.0,0.025,14.0,
247,30,62,16.0,20.3,11.2,0.475,24000,12000,0.21,6206-2Z,6206-Z,30,40.3,-,-,54.1,1.0,35.6,40.3,56.0,1.0,0.025,14.0,
248,30,62,16.0,23.4,12.9,0.54,24000,15000,0.18,6206 ETN9,-,30,39.5,-,52.9,-,1.0,35.6,-,56.0,1.0,0.025,13.0,
249,30,62,20.0,19.5,11.2,0.475,-,7500,0.25,62206-2RS1,-,30,40.3,-,-,54.1,1.0,35.6,40.3,56.0,1.0,0.025,14.0,
250,30,72,19.0,29.6,16.0,0.67,20000,13000,0.35,6306,-,30,44.6,-,-,61.9,1.1,37.0,-,65.0,1.0,0.03,13.0,
251,30,72,19.0,29.6,16.0,0.67,-,6300,0.35,6306-2RSH,6306-RSH,30,-,41.1,-,63.2,1.1,37.0,40.8,65.0,1.0,0.03,13.0,
252,30,72,19.0,29.6,16.0,0.67,20000,11000,0.36,6306-2RZ,6306-RZ,30,44.6,-,-,61.9,1.1,37.0,44.5,65.0,1.0,0.03,13.0,
253,30,72,19.0,29.6,16.0,0.67,20000,11000,0.36,6306-2Z,6306-Z,30,44.6,-,-,61.9,1.1,37.0,44.5,65.0,1.0,0.03,13.0,
254,30,72,19.0,32.5,17.3,0.735,22000,14000,0.33,6306 ETN9,-,30,42.3,-,59.6,-,1.1,37.0,-,65.0,1.0,0.03,12.0,
255,30,72,27.0,28.1,16.0,0.67,-,6300,0.5,62306-2RS1,-,30,44.6,-,-,61.9,1.1,37.0,44.5,65.0,1.0,0.03,13.0,
256,30,90,23.0,43.6,23.6,1.0,18000,11000,0.75,6406,-,30,50.3,-,69.7,-,1.5,41.0,-,79.0,1.5,0.035,12.0,
257,35,47,7.0,4.36,3.35,0.14,-,8500,0.022,61807-2RS1,-,35,38.2,-,-,44.4,0.3,37.0,38,45.0,0.3,0.015,14.0,
258,35,47,7.0,4.36,3.35,0.14,30000,15000,0.03,61807-2RZ,-,35,38.2,-,-,44.4,0.3,37.0,38,45.0,0.3,0.015,14.0,
259,35,47,7.0,4.36,3.35,0.14,30000,18000,0.029,61807,-,35,38.2,-,42.8,-,0.3,37.0,-,45.0,0.3,0.015,14.0,
260,35,55,10.0,10.8,7.8,0.325,-,7500,0.08,61907-2RS1,-,35,42.2,-,-,52.2,0.6,38.2,41.5,51.0,0.6,0.02,16.0,
261,35,55,10.0,10.8,7.8,0.325,26000,13000,0.08,61907-2RZ,-,35,42.2,-,-,52.2,0.6,38.2,41.5,51.0,0.6,0.02,16.0,
262,35,55,10.0,10.8,7.8,0.325,26000,16000,0.08,61907,-,35,42.2,-,-,52.2,0.6,38.2,-,51.0,0.6,0.02,16.0,
263,35,62,9.0,13.0,8.15,0.375,24000,15000,0.11,16007,-,35,44,-,53,-,0.3,37.0,-,60.0,0.3,0.02,14.0,
264,35,62,14.0,16.8,10.2,0.44,24000,15000,0.15,6007,-,35,43.7,-,-,55.7,1.0,39.6,-,57.0,1.0,0.025,15.0,
265,35,62,14.0,16.8,10.2,0.44,-,7000,0.16,6007-2RS1,6007-RS1,35,43.7,-,-,55.7,1.0,39.6,43.7,57.0,1.0,0.025,15.0,
266,35,62,14.0,16.8,10.2,0.44,24000,12000,0.16,6007-2RZ,6007-RZ,35,43.7,-,-,55.7,1.0,39.6,43.7,57.0,1.0,0.025,15.0,
267,35,62,14.0,16.8,10.2,0.44,24000,12000,0.16,6007-2Z,6007-Z,35,43.7,-,-,55.7,1.0,39.6,43.7,57.0,1.0,0.025,15.0,
268,35,62,20.0,15.9,10.2,0.44,-,7000,0.22,63007-2RS1,-,35,43.7,-,-,55.7,1.0,39.6,43.7,57.0,1.0,0.025,15.0,
269,35,72,17.0,27.0,15.3,0.655,20000,13000,0.29,6207,-,35,46.9,-,-,62.7,1.1,42.0,-,65.0,1.0,0.025,14.0,
270,35,72,17.0,27.0,15.3,0.655,-,6300,0.3,6207-2RSH,6207-RSH,35,-,43.5,-,64.1,1.1,42.0,43.2,65.0,1.0,0.025,14.0,
271,35,72,17.0,27.0,15.3,0.655,20000,10000,0.3,6207-2Z,6207-Z,35,46.9,-,-,62.7,1.1,42.0,46.8,65.0,1.0,0.025,14.0,
272,35,72,17.0,31.2,17.6,0.75,20000,13000,0.26,6207 ETN9,-,35,46.1,-,61.7,-,1.1,42.0,-,65.0,1.0,0.025,13.0,
273,35,72,23.0,25.5,15.3,0.655,-,6300,0.4,62207-2RS1,-,35,46.9,-,-,62.7,1.1,42.0,46.8,65.0,1.0,0.025,14.0,
274,35,80,21.0,35.1,19.0,0.815,19000,12000,0.46,6307,-,35,49.5,-,-,69.2,1.5,44.0,-,71.0,1.5,0.03,13.0,
275,35,80,21.0,35.1,19.0,0.815,19000,17000,0.54,6307 M,-,35,49.5,-,-,69.2,1.5,44.0,-,71.0,1.5,0.03,13.0,
276,35,80,21.0,35.1,19.0,0.815,-,6000,0.46,6307-2RSH,6307-RSH,35,-,45.9,-,70.2,1.5,44.0,45.6,71.0,1.5,0.03,13.0,
277,35,80,21.0,35.1,19.0,0.815,19000,9500,0.48,6307-2Z,6307-Z,35,49.5,-,-,69.2,1.5,44.0,49.5,71.0,1.5,0.03,13.0,
278,35,80,31.0,33.2,19.0,0.815,-,6000,0.68,62307-2RS1,-,35,49.5,-,-,69.2,1.5,44.0,49.5,71.0,1.5,0.03,13.0,
279,35,100,25.0,55.3,31.0,1.29,16000,10000,0.97,6407,-,35,57.4,-,79.6,-,1.5,46.0,-,89.0,1.5,0.035,12.0,
280,40,52,7.0,4.49,3.75,0.16,26000,13000,0.034,61808-2RZ,-,40,43.2,-,-,49.3,0.3,42.0,43,50.0,0.3,0.015,15.0,
281,40,52,7.0,4.49,3.75,0.16,26000,16000,0.032,61808,-,40,43.2,-,48.1,-,0.3,42.0,-,50.0,0.3,0.015,15.0,
282,40,62,12.0,13.8,10.0,0.425,-,6700,0.12,61908-2RS1,-,40,46.9,-,-,57.3,0.6,43.2,46.8,58.0,0.6,0.02,16.0,
283,40,62,12.0,13.8,10.0,0.425,24000,12000,0.12,61908-2RZ,-,40,46.9,-,-,57.3,0.6,43.2,46.8,58.0,0.6,0.02,16.0,
284,40,62,12.0,13.8,10.0,0.425,24000,14000,0.12,61908,-,40,46.9,-,55.6,-,0.6,43.2,-,58.0,0.6,0.02,16.0,
285,40,68,9.0,13.8,10.2,0.44,22000,14000,0.13,16008,-,40,49.4,-,58.6,-,0.3,42.0,-,66.0,0.3,0.02,16.0,
286,40,68,15.0,17.8,11.0,0.49,22000,14000,0.19,6008,-,40,49.2,-,-,61.1,1.0,44.6,-,63.0,1.0,0.025,15.0,
287,40,68,15.0,17.8,11.0,0.49,-,6300,0.2,6008-2RS1,6008-RS1,40,49.2,-,-,61.1,1.0,44.6,49.2,63.0,1.0,0.025,15.0,
288,40,68,15.0,17.8,11.0,0.49,22000,11000,0.2,6008-2RZ,6008-RZ,40,49.2,-,-,61.1,1.0,44.6,49.2,63.0,1.0,0.025,15.0,
289,40,68,15.0,17.8,11.0,0.49,22000,11000,0.2,6008-2Z,6008-Z,40,49.2,-,-,61.1,1.0,44.6,49.2,63.0,1.0,0.025,15.0,
290,40,68,21.0,16.8,11.0,0.49,-,6300,0.27,63008-2RS1,-,40,49.2,-,-,61.1,1.0,44.6,49.2,63.0,1.0,0.025,15.0,
291,40,80,18.0,32.5,19.0,0.8,18000,11000,0.37,6208,-,40,52.6,-,-,69.8,1.1,47.0,-,73.0,1.0,0.025,14.0,
292,40,80,18.0,32.5,19.0,0.8,-,5600,0.37,6208-2RSH,6208-RSH,40,-,49.1,-,71.5,1.1,47.0,48.8,73.0,1.0,0.025,14.0,
293,40,80,18.0,32.5,19.0,0.8,18000,9000,0.38,6208-2RZ,6208-RZ,40,52.6,-,-,69.8,1.1,47.0,52,73.0,1.0,0.025,14.0,
294,40,80,18.0,32.5,19.0,0.8,18000,9000,0.38,6208-2Z,6208-Z,40,52.6,-,-,69.8,1.1,47.0,52,73.0,1.0,0.025,14.0,
295,40,80,18.0,35.8,20.8,0.88,18000,11000,0.34,6208 ETN9,-,40,52,-,68.8,-,1.1,47.0,-,73.0,1.0,0.025,13.0,
296,40,80,23.0,30.7,19.0,0.8,-,5600,0.47,62208-2RS1,-,40,52.6,-,-,69.8,1.1,47.0,52,73.0,1.0,0.025,14.0,
297,40,90,23.0,42.3,24.0,1.02,17000,11000,0.63,6308,-,40,56.1,-,-,77.7,1.5,49.0,-,81.0,1.5,0.03,13.0,
298,40,90,23.0,42.3,24.0,1.02,-,5000,0.64,6308-2RSH,6308-RSH,40,-,52.3,-,78.6,1.5,49.0,52,81.0,1.5,0.03,13.0,
299,40,90,23.0,42.3,24.0,1.02,17000,8500,0.65,6308-2RZ,6308-RZ,40,56.1,-,-,77.7,1.5,49.0,56,81.0,1.5,0.03,13.0,
300,40,90,23.0,42.3,24.0,1.02,17000,8500,0.65,6308-2Z,6308-Z,40,56.1,-,-,77.7,1.5,49.0,56,81.0,1.5,0.03,13.0,
301,40,90,33.0,41.0,24.0,1.02,-,5000,0.92,62308-2RS1,-,40,56.1,-,-,77.7,1.5,49.0,56,81.0,1.5,0.03,13.0,
302,40,110,27.0,63.7,36.5,1.53,14000,9000,1.25,6408,-,40,62.8,-,87,-,2.0,53.0,-,97.0,2.0,0.035,12.0,
303,45,58,7.0,6.63,6.1,0.26,-,6700,0.04,61809-2RS1,-,45,48.2,-,-,55.4,0.3,47.0,49,56.0,0.3,0.015,17.0,
304,45,58,7.0,6.63,6.1,0.26,22000,11000,0.04,61809-2RZ,-,45,48.2,-,-,55.4,0.3,47.0,49,56.0,0.3,0.015,17.0,
305,45,58,7.0,6.63,6.1,0.26,22000,14000,0.04,61809,-,45,48.2,-,54,-,0.3,47.0,-,56.0,0.3,0.015,17.0,
306,45,68,12.0,14.0,10.8,0.465,-,6000,0.14,61909-2RS1,-,45,52.4,-,-,62.8,0.6,48.2,52,64.0,0.6,0.02,16.0,
307,45,68,12.0,14.0,10.8,0.465,20000,10000,0.14,61909-2RZ,-,45,52.4,-,-,62.8,0.6,48.2,52,64.0,0.6,0.02,16.0,
308,45,68,12.0,14.0,10.8,0.465,20000,13000,0.14,61909,-,45,52.4,-,61.2,-,0.6,48.2,-,64.0,0.6,0.02,16.0,
309,45,75,10.0,16.5,10.8,0.52,20000,12000,0.17,16009,-,45,55,-,65,-,0.6,48.2,-,71.0,0.6,0.02,14.0,
310,45,75,16.0,22.1,14.6,0.64,20000,12000,0.24,6009,-,45,54.7,-,-,67.8,1.0,51.0,-,69.0,1.0,0.025,15.0,
311,45,75,16.0,22.1,14.6,0.64,-,5600,0.25,6009-2RS1,6009-RS1,45,54.7,-,-,67.8,1.0,51.0,54,69.0,1.0,0.025,15.0,
312,45,75,16.0,22.1,14.6,0.64,20000,10000,0.25,6009-2Z,6009-Z,45,54.7,-,-,67.8,1.0,51.0,54,69.0,1.0,0.025,15.0,
313,45,75,23.0,20.8,14.6,0.64,-,5600,0.36,63009-2RS1,-,45,54.7,-,-,67.8,1.0,51.0,54,69.0,1.0,0.025,15.0,
314,45,85,19.0,35.1,21.6,0.915,17000,11000,0.42,6209,-,45,57.6,-,-,75.2,1.1,52.0,-,78.0,1.0,0.025,14.0,
