ID,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_offen_oder_beidseitig_abgedichtet,Kurzzeichen_einseitig_abgedichtet,d.1,d1,d2,D1,D2,r12_min,da_min,da_max,Da_max,ra_max,kr,f0
315,45,85,19.0,35.1,21.6,0.915,-,5000,0.42,6209-2RSH,6209-RSH,45,-,54.1,-,76.5,1.1,52.0,53,78.0,1.0,0.025,14.0,
316,45,85,19.0,35.1,21.6,0.92,17000,8500,0.43,6209-2Z,6209-Z,45,57.6,-,-,75.2,1.1,52.0,57,78.0,1.0,0.025,14.0,
317,45,85,23.0,33.2,21.6,0.915,-,5000,0.51,62209-2RS1,-,45,57.6,-,-,75.2,1.1,52.0,57,78.0,1.0,0.025,14.0,
318,45,100,25.0,55.3,31.5,1.34,15000,9500,0.84,6309,-,45,62.1,-,-,86.7,1.5,54.0,-,91.0,1.5,0.03,13.0,
319,45,100,25.0,55.3,31.5,1.34,15000,14000,0.85,6309 M,-,45,62.1,-,-,86.7,1.5,54.0,-,91.0,1.5,0.03,13.0,
320,45,100,25.0,55.3,31.5,1.34,-,4500,0.85,6309-2RSH,6309-RSH,45,-,58.2,-,87.5,1.5,54.0,57,91.0,1.5,0.03,13.0,
321,45,100,25.0,55.3,31.5,1.34,15000,7500,0.87,6309-2Z,6309-Z,45,62.1,-,-,86.7,1.5,54.0,62,91.0,1.5,0.03,13.0,
322,45,100,36.0,52.7,31.5,1.34,-,4500,1.2,62309-2RS1,-,45,62.1,-,-,86.7,1.5,54.0,62,91.0,1.5,0.03,13.0,
323,45,120,29.0,76.1,45.0,1.9,13000,8500,1.55,6409,-,45,68.9,-,95.9,-,2.0,58.0,-,107.0,2.0,0.035,12.0,
324,50,65,7.0,6.76,6.8,0.285,-,6000,0.052,61810-2RS1,-,50,54.6,-,-,61.8,0.3,52.0,55,63.0,0.3,0.015,17.0,
325,50,65,7.0,6.76,6.8,0.285,20000,10000,0.052,61810-2RZ,-,50,54.6,-,-,61.8,0.3,52.0,55,63.0,0.3,0.015,17.0,
326,50,65,7.0,6.76,6.8,0.285,20000,13000,0.052,61810,-,50,54.6,-,60.3,-,0.3,52.0,-,63.0,0.3,0.015,17.0,
327,50,72,12.0,14.6,11.8,0.5,-,5600,0.14,61910-2RS1,-,50,56.8,-,-,67.3,0.6,54.0,56,68.0,0.6,0.02,16.0,
328,50,72,12.0,14.6,11.8,0.5,19000,9500,0.14,61910-2RZ,-,50,56.8,-,-,67.3,0.6,54.0,56,68.0,0.6,0.02,16.0,
329,50,72,12.0,14.6,11.8,0.5,19000,12000,0.14,61910,-,50,56.8,-,65.6,-,0.6,54.0,-,68.0,0.6,0.02,16.0,
330,50,80,10.0,16.8,11.4,0.56,18000,11000,0.18,16010,-,50,60,-,70,-,0.6,54.0,-,76.0,0.6,0.02,14.0,
331,50,80,16.0,22.9,16.0,0.71,18000,11000,0.26,6010,-,50,59.7,-,-,72.8,1.0,55.0,-,75.0,1.0,0.025,15.0,
332,50,80,16.0,22.9,15.6,0.71,-,5000,0.27,6010-2RS1,6010-RS1,50,59.7,-,-,72.8,1.0,55.0,59,75.0,1.0,0.025,15.0,
333,50,80,16.0,22.9,15.6,0.71,18000,9000,0.27,6010-2RZ,6010-RZ,50,59.7,-,-,72.8,1.0,55.0,59,75.0,1.0,0.025,15.0,
334,50,80,16.0,22.9,15.6,0.71,18000,9000,0.27,6010-2Z,6010-Z,50,59.7,-,-,72.8,1.0,55.0,59,75.0,1.0,0.025,15.0,
335,50,80,23.0,21.6,15.6,0.71,-,5000,0.38,63010-2RS1,-,50,59.7,-,-,72.8,1.0,55.0,59,75.0,1.0,0.025,15.0,
336,50,90,20.0,37.1,23.2,0.98,15000,10000,0.46,6210,-,50,62.5,-,-,81.7,1.1,57.0,-,83.0,1.0,0.025,14.0,
337,50,90,20.0,37.1,23.2,0.98,15000,14000,0.52,6210 M,-,50,62.5,-,-,81.7,1.1,57.0,-,83.0,1.0,0.025,14.0,
338,50,90,20.0,37.1,23.2,0.98,-,4800,0.46,6210-2RSH,6210-RSH,50,-,58.8,-,82.2,1.1,57.0,58,83.0,1.0,0.025,14.0,
339,50,90,20.0,37.1,23.2,0.98,15000,8000,0.47,6210-2Z,6210-Z,50,62.5,-,-,81.7,1.1,57.0,62,83.0,1.0,0.025,14.0,
340,50,90,20.0,37.1,23.2,0.98,15000,8000,0.48,6210-2RZ,6210-RZ,50,62.5,-,-,81.7,1.1,57.0,62,83.0,1.0,0.025,14.0,
341,50,90,23.0,35.1,23.2,0.98,-,4800,0.54,62210-2RS1,-,50,62.5,-,-,81.7,1.1,57.0,62,83.0,1.0,0.025,14.0,
342,50,110,27.0,65.0,38.0,1.6,13000,8500,1.3,6310 M,-,50,68.7,-,-,95.2,2.0,61.0,-,99.0,2.0,0.03,13.0,
343,50,110,27.0,65.0,38.0,1.6,-,4300,1.1,6310-2RSH,6310-RSH,50,-,64.7,-,95.9,2.0,61.0,64,99.0,2.0,0.03,13.0,
344,50,110,27.0,65.0,38.0,1.6,13000,8500,1.1,6310,-,50,68.7,-,-,95.2,2.0,61.0,-,99.0,2.0,0.03,13.0,
345,50,110,27.0,65.0,38.0,1.6,13000,6700,1.1,6310-2Z,6310-Z,50,68.7,-,-,95.2,2.0,61.0,68,99.0,2.0,0.03,13.0,
346,50,110,40.0,61.8,38.0,1.6,-,4300,1.6,62310-2RS1,-,50,68.7,-,-,95.2,2.0,61.0,68,99.0,2.0,0.03,13.0,
347,50,130,31.0,87.1,52.0,2.2,12000,7500,1.95,6410,-,50,75.4,-,105,-,2.1,64.0,-,116.0,2.0,0.035,12.0,
348,55,72,9.0,9.04,8.8,0.375,-,5300,0.083,61811-2RS1,-,55,60.3,-,-,68.6,0.3,57.0,60,70.0,0.3,0.015,17.0,
349,55,72,9.0,9.04,8.8,0.375,19000,9500,0.083,61811-2RZ,-,55,60.3,-,-,68.6,0.3,57.0,60,70.0,0.3,0.015,17.0,
350,55,72,9.0,9.04,8.8,0.375,19000,12000,0.083,61811,-,55,60.3,-,67,-,0.3,57.0,-,70.0,0.3,0.015,17.0,
351,55,80,13.0,16.5,14.0,0.6,-,5000,0.19,61911-2RS1,-,55,63,-,-,74.2,1.0,60.0,63,75.0,1.0,0.02,16.0,
352,55,80,13.0,16.5,14.0,0.6,17000,8500,0.19,61911-2RZ,-,55,63,-,-,74.2,1.0,60.0,63,75.0,1.0,0.02,16.0,
353,55,80,13.0,16.5,14.0,0.6,17000,11000,0.19,61911,-,55,63,-,72.3,-,1.0,60.0,-,75.0,1.0,0.02,16.0,
354,55,90,11.0,20.3,14.0,0.695,16000,10000,0.26,16011,-,55,67,-,78.1,-,0.6,59.0,-,86.0,0.6,0.02,14.0,
355,55,90,18.0,29.6,21.2,0.9,16000,14000,0.44,6011 M,-,55,66.3,-,-,81.5,1.1,61.0,-,84.0,1.0,0.025,15.0,
356,55,90,18.0,29.6,21.2,0.9,16000,10000,0.38,6011,-,55,66.3,-,-,81.5,1.1,61.0,-,84.0,1.0,0.025,15.0,
357,55,90,18.0,29.6,21.2,0.9,-,4500,0.4,6011-2RS1,6011-RS1,55,66.3,-,-,81.5,1.1,61.0,66,84.0,1.0,0.025,15.0,
358,55,90,18.0,29.6,21.2,0.9,16000,8000,0.4,6011-2Z,6011-Z,55,66.3,-,-,81.5,1.1,61.0,66,84.0,1.0,0.025,15.0,
359,55,100,21.0,46.2,29.0,1.25,14000,9000,0.61,6211,-,55,69,-,-,89.4,1.5,64.0,-,91.0,1.5,0.025,14.0,
360,55,100,21.0,46.2,29.0,1.25,14000,13000,0.72,6211 M,-,55,69,-,-,89.4,1.5,64.0,-,91.0,1.5,0.025,14.0,
361,55,100,21.0,46.2,29.0,1.25,-,4300,0.62,6211-2RSH,6211-RSH,55,-,65.2,-,90.5,1.5,64.0,64,91.0,1.5,0.025,14.0,
362,55,100,21.0,46.2,29.0,1.25,14000,7000,0.64,6211-2Z,6211-Z,55,69,-,-,89.4,1.5,64.0,69,91.0,1.5,0.025,14.0,
363,55,100,25.0,43.6,29.0,1.25,-,4300,0.75,62211-2RS1,-,55,69,-,-,89.4,1.5,64.0,69,91.0,1.5,0.025,14.0,
364,55,120,29.0,74.1,45.0,1.9,12000,8000,1.35,6311,-,55,75.3,-,-,104,2.0,66.0,-,109.0,2.0,0.03,13.0,
365,55,120,29.0,74.1,45.0,1.9,12000,11000,1.65,6311 M,-,55,75.3,-,-,104,2.0,66.0,-,109.0,2.0,0.03,13.0,
366,55,120,29.0,74.1,45.0,1.9,-,3800,1.4,6311-2RSH,6311-RSH,55,-,71.1,-,105,2.0,66.0,70,109.0,2.0,0.03,13.0,
367,55,120,29.0,74.1,45.0,1.9,12000,6300,1.4,6311-2Z,6311-Z,55,75.3,-,-,104,2.0,66.0,75,109.0,2.0,0.03,13.0,
368,55,120,43.0,71.5,45.0,1.9,-,3800,2.05,62311-2RS1,-,55,75.3,-,-,104,2.0,66.0,75,109.0,2.0,0.03,13.0,
369,55,140,33.0,99.5,62.0,2.6,11000,7000,2.35,6411,-,55,81.5,-,114,-,2.1,69.0,-,126.0,2.0,0.035,12.0,
370,60,78,10.0,11.9,11.4,0.49,-,4800,0.11,61812-2RS1,-,60,65.4,-,-,74.5,0.3,62.0,65,76.0,0.3,0.015,17.0,
371,60,78,10.0,11.9,11.4,0.49,17000,8500,0.11,61812-2RZ,-,60,65.4,-,-,74.5,0.3,62.0,65,76.0,0.3,0.015,17.0,
372,60,78,10.0,11.9,11.4,0.49,17000,11000,0.11,61812,-,60,65.4,-,72.9,-,0.3,62.0,-,76.0,0.3,0.015,17.0,
373,60,85,13.0,16.5,12.0,0.6,-,4500,0.21,61912-2RS1,-,60,68.3,-,-,78.7,1.0,65.0,68,80.0,1.0,0.02,14.0,
374,60,85,13.0,16.5,12.0,0.6,16000,10000,0.2,61912,-,60,68.3,-,-,78.7,1.0,65.0,-,80.0,1.0,0.02,14.0,
375,60,85,13.0,16.5,14.3,0.6,16000,8000,0.2,61912-2RZ,-,60,68.3,-,-,78.7,1.0,65.0,68,80.0,1.0,0.02,16.0,
376,60,95,11.0,20.8,15.0,0.735,15000,9500,0.29,16012,-,60,72,-,83,-,0.6,64.0,-,91.0,0.6,0.02,14.0,
377,60,95,18.0,30.7,23.2,0.98,15000,9500,0.41,6012,-,60,71.3,-,-,86.5,1.1,66.0,-,89.0,1.0,0.025,16.0,
378,60,95,18.0,30.7,23.2,0.98,-,4300,0.43,6012-2RS1,6012-RS1,60,71.3,-,-,86.5,1.1,66.0,71,89.0,1.0,0.025,16.0,
379,60,95,18.0,30.7,23.2,0.98,15000,7500,0.43,6012-2RZ,6012-RZ,60,71.3,-,-,86.5,1.1,66.0,71,89.0,1.0,0.025,16.0,
380,60,95,18.0,30.7,23.2,0.98,15000,7500,0.43,6012-2Z,6012-Z,60,71.3,-,-,86.5,1.1,66.0,71,89.0,1.0,0.025,16.0,
381,60,110,22.0,55.3,36.0,1.53,13000,8000,0.78,6212,-,60,75.5,-,-,98,1.5,69.0,-,101.0,1.5,0.025,14.0,
382,60,110,22.0,55.3,36.0,1.53,13000,8000,0.93,6212 M,-,60,75.5,-,-,98,1.5,69.0,-,101.0,1.5,0.025,14.0,
383,60,110,22.0,55.3,36.0,1.53,-,4000,0.79,6212-2RSH,6212-RSH,60,-,71.5,-,99.5,1.5,69.0,71,101.0,1.5,0.025,14.0,
384,60,110,22.0,55.3,36.0,1.53,13000,6300,0.81,6212-2Z,6212-Z,60,75.5,-,-,98,1.5,69.0,75,101.0,1.5,0.025,14.0,
385,60,110,28.0,52.7,36.0,1.53,-,4000,1.0,62212-2RS1,-,60,75.5,-,-,98,1.5,69.0,75,101.0,1.5,0.025,14.0,
386,60,130,31.0,85.2,52.0,2.2,11000,7000,2.1,6312 M,-,60,81.8,-,-,113,2.1,72.0,-,118.0,2.0,0.03,13.0,
387,60,130,31.0,85.2,52.0,2.2,-,3400,1.75,6312-2RSH,6312-RSH,60,-,77.5,-,113,2.1,72.0,77,118.0,2.0,0.03,13.0,
388,60,130,31.0,85.2,52.0,2.2,11000,5600,1.8,6312-2Z,6312-Z,60,81.8,-,-,113,2.1,72.0,81,118.0,2.0,0.03,13.0,
389,60,130,31.0,85.2,52.0,2.2,11000,7000,1.7,6312,-,60,81.8,-,-,113,2.1,72.0,-,118.0,2.0,0.03,13.0,
390,60,130,46.0,81.9,52.0,2.2,-,3400,2.55,62312-2RS1,-,60,81.8,-,-,113,2.1,72.0,81,118.0,2.0,0.03,13.0,
391,60,150,35.0,108.0,69.5,2.9,10000,6300,2.85,6412,-,60,88.1,-,122,-,2.1,74.0,-,136.0,2.0,0.035,12.0,
392,65,85,10.0,12.4,12.7,0.54,-,4500,0.13,61813-2RS1,-,65,71.4,-,-,80.5,0.6,69.0,71,81.0,0.6,0.015,17.0,
393,65,85,10.0,12.4,12.7,0.54,16000,8000,0.13,61813-2RZ,-,65,71.4,-,-,80.5,0.6,69.0,71,81.0,0.6,0.015,17.0,
394,65,85,10.0,12.4,12.7,0.54,16000,10000,0.13,61813,-,65,71.4,-,78.9,-,0.6,69.0,-,81.0,0.6,0.015,17.0,
395,65,90,13.0,17.4,16.0,0.68,-,4300,0.22,61913-2RS1,-,65,73,-,-,84.2,1.0,70.0,73,85.0,1.0,0.02,17.0,
396,65,90,13.0,17.4,16.0,0.68,15000,7500,0.22,61913-2RZ,-,65,73,-,-,84.2,1.0,70.0,73,85.0,1.0,0.02,17.0,
397,65,90,13.0,17.4,16.0,0.68,15000,9500,0.22,61913,-,65,73,-,82.3,-,1.0,70.0,-,85.0,1.0,0.02,17.0,
398,65,100,11.0,22.5,19.6,0.83,14000,9000,0.3,16013,-,65,76.5,-,88.4,-,0.6,69.0,-,96.0,0.6,0.02,16.0,
399,65,100,18.0,31.9,25.0,1.06,14000,9000,0.44,6013,-,65,76.3,-,-,91.5,1.1,71.0,-,94.0,1.0,0.025,16.0,
400,65,100,18.0,31.9,25.0,1.06,14000,12000,0.44,6013 M,-,65,76.3,-,-,91.5,1.1,71.0,-,94.0,1.0,0.025,16.0,
401,65,100,18.0,31.9,25.0,1.06,-,4000,0.45,6013-2RS1,6013-RS1,65,76.3,-,-,91.5,1.1,71.0,76,94.0,1.0,0.025,16.0,
402,65,100,18.0,31.9,25.0,1.06,14000,7000,0.46,6013-2Z,6013-Z,65,76.3,-,-,91.5,1.1,71.0,76,94.0,1.0,0.025,16.0,
403,65,120,23.0,58.5,40.5,1.73,12000,10000,1.2,6213 M,-,65,83.3,-,-,106,1.5,74.0,-,111.0,1.5,0.025,15.0,
404,65,120,23.0,58.5,40.5,1.73,12000,7500,1.0,6213,-,65,83.3,-,-,106,1.5,74.0,-,111.0,1.5,0.025,15.0,
405,65,120,23.0,58.5,40.5,1.73,-,3600,1.05,6213-2RS1,6213-RS1,65,83.3,-,-,106,1.5,74.0,83,111.0,1.5,0.025,15.0,
406,65,120,23.0,58.5,40.5,1.73,12000,6000,1.05,6213-2Z,6213-Z,65,83.3,-,-,106,1.5,74.0,83,111.0,1.5,0.025,15.0,
407,65,120,31.0,55.9,40.5,1.73,-,3600,1.4,62213-2RS1,-,65,83.3,-,-,106,1.5,74.0,83,111.0,1.5,0.025,15.0,
408,65,140,33.0,97.5,60.0,2.5,10000,6700,2.55,6313 M,-,65,88.3,-,-,122,2.1,77.0,-,128.0,2.0,0.03,13.0,
409,65,140,33.0,97.5,60.0,2.5,10000,6700,2.1,6313,-,65,88.3,-,-,122,2.1,77.0,-,128.0,2.0,0.03,13.0,
410,65,140,33.0,97.5,60.0,2.5,-,3200,2.15,6313-2RS1,6313-RS1,65,88.3,-,-,122,2.1,77.0,88,128.0,2.0,0.03,13.0,
411,65,140,33.0,97.5,60.0,2.5,10000,5300,2.15,6313-2Z,6313-Z,65,88.3,-,-,122,2.1,77.0,88,128.0,2.0,0.03,13.0,
412,65,140,48.0,92.3,60.0,2.5,-,3200,3.0,62313-2RS1,-,65,88.3,-,-,122,2.1,77.0,88,128.0,2.0,0.03,13.0,
413,65,160,37.0,119.0,78.0,3.15,9500,6000,3.35,6413,-,65,94,-,131,-,2.1,79.0,-,146.0,2.0,0.035,12.0,
414,70,90,10.0,12.4,13.2,0.56,-,4300,0.14,61814-2RS1,-,70,76.4,-,-,85.5,0.6,74.0,76,86.0,0.6,0.015,17.0,
415,70,90,10.0,12.4,13.2,0.56,15000,7500,0.14,61814-2RZ,-,70,76.4,-,-,85.5,0.6,74.0,76,86.0,0.6,0.015,17.0,
416,70,90,10.0,12.4,13.2,0.56,15000,9000,0.14,61814,-,70,76.4,-,83.9,-,0.6,74.0,-,86.0,0.6,0.015,17.0,
417,70,100,16.0,23.8,18.3,0.9,14000,8500,0.34,61914,-,70,79.8,-,-,92.9,1.0,75.0,-,95.0,1.0,0.02,14.0,
418,70,100,16.0,23.8,21.2,0.9,-,4000,0.35,61914-2RS1,-,70,79.8,-,-,92.9,1.0,75.0,79,95.0,1.0,0.02,16.0,
419,70,100,16.0,23.8,21.2,0.9,14000,7000,0.35,61914-2RZ,-,70,79.8,-,-,92.9,1.0,75.0,79,95.0,1.0,0.02,16.0,
420,70,110,13.0,29.1,25.0,1.06,13000,8000,0.44,16014,-,70,83.3,-,96.8,-,0.6,74.0,-,106.0,0.6,0.02,16.0,
421,70,110,20.0,39.7,31.0,1.32,13000,11000,0.7,6014 M,-,70,82.8,-,-,99.9,1.1,76.0,-,104.0,1.0,0.025,16.0,
422,70,110,20.0,39.7,31.0,1.32,13000,8000,0.61,6014,-,70,82.8,-,-,99.9,1.1,76.0,-,104.0,1.0,0.025,16.0,
423,70,110,20.0,39.7,31.0,1.32,-,3600,0.63,6014-2RS1,6014-RS1,70,82.8,-,-,99.9,1.1,76.0,82,104.0,1.0,0.025,16.0,
424,70,110,20.0,39.7,31.0,1.32,13000,6300,0.64,6014-2Z,6014-Z,70,82.8,-,-,99.9,1.1,76.0,82,104.0,1.0,0.025,16.0,
425,70,125,24.0,60.5,45.0,1.9,11000,10000,1.3,6214 M,-,70,87,-,-,111,1.5,79.0,-,116.0,1.5,0.025,15.0,
426,70,125,24.0,63.7,45.0,1.9,11000,7000,1.1,6214,-,70,87,-,-,111,1.5,79.0,-,116.0,1.5,0.025,15.0,
427,70,125,24.0,63.7,45.0,1.9,-,3400,1.1,6214-2RS1,6214-RS1,70,87,-,-,111,1.5,79.0,87,116.0,1.5,0.025,15.0,
428,70,125,24.0,63.7,45.0,1.9,11000,5600,1.15,6214-2Z,6214-Z,70,87,-,-,111,1.5,79.0,87,116.0,1.5,0.025,15.0,
429,70,125,31.0,60.5,45.0,1.9,-,3400,1.4,62214-2RS1,-,70,87,-,-,111,1.5,79.0,87,116.0,1.5,0.025,15.0,
430,70,150,35.0,111.0,68.0,2.75,9500,6300,2.55,6314,-,70,94.9,-,-,130,2.1,82.0,-,138.0,2.0,0.03,13.0,
431,70,150,35.0,111.0,68.0,2.75,9500,6300,3.1,6314 M,-,70,94.9,-,-,130,2.1,82.0,-,138.0,2.0,0.03,13.0,
432,70,150,35.0,111.0,68.0,2.75,-,3000,2.6,6314-2RS1,6314-RS1,70,94.9,-,-,130,2.1,82.0,94,138.0,2.0,0.03,13.0,
433,70,150,35.0,111.0,68.0,2.75,9500,5000,2.65,6314-2Z,6314-Z,70,94.9,-,-,130,2.1,82.0,94,138.0,2.0,0.03,13.0,
434,70,150,51.0,104.0,68.0,2.75,-,3000,3.75,62314-2RS1,-,70,94.9,-,-,130,2.1,82.0,94,138.0,2.0,0.03,13.0,
435,70,180,42.0,143.0,104.0,3.9,8500,5300,4.95,6414,-,70,103,-,146,-,3.0,86.0,-,164.0,2.5,0.035,12.0,
436,75,95,10.0,12.5,10.8,0.585,-,4000,0.15,61815-2RS1,-,75,81.7,-,-,90.7,1.3,79.0,81,91.0,0.6,0.015,13.0,
437,75,95,10.0,12.5,10.8,0.585,14000,7000,0.15,61815-2RZ,-,75,81.7,-,-,90.7,1.3,79.0,81,91.0,0.6,0.015,13.0,
438,75,95,10.0,12.5,10.8,0.585,14000,8500,0.15,61815,-,75,81.7,-,-,90.7,1.3,79.0,-,91.0,0.6,0.015,13.0,
439,75,105,16.0,24.2,19.3,0.965,13000,8000,0.36,61915,-,75,84.8,-,-,97.9,1.9,80.0,-,100.0,1.0,0.02,14.0,
440,75,105,16.0,24.2,22.4,0.965,-,3600,0.37,61915-2RS1,-,75,84.7,-,-,98.3,1.0,80.0,84,100.0,1.0,0.02,17.0,
441,75,105,16.0,24.2,22.4,0.965,13000,6300,0.37,61915-2RZ,-,75,84.7,-,-,98.3,1.0,80.0,84,100.0,1.0,0.02,17.0,
442,75,115,13.0,30.2,27.0,1.14,12000,7500,0.46,16015,-,75,88.3,-,102,-,0.6,79.0,-,111.0,0.6,0.02,16.0,
443,75,115,20.0,41.6,33.5,1.43,12000,10000,0.74,6015 M,-,75,87.8,-,-,105,1.1,81.0,-,109.0,1.0,0.025,16.0,
444,75,115,20.0,41.6,33.5,1.43,12000,7500,0.65,6015,-,75,87.8,-,-,105,1.1,81.0,-,109.0,1.0,0.025,16.0,
445,75,115,20.0,41.6,33.5,1.43,-,3400,0.67,6015-2RS1,6015-RS1,75,87.8,-,-,105,1.1,81.0,87,109.0,1.0,0.025,16.0,
446,75,115,20.0,41.6,33.5,1.43,12000,6000,0.67,6015-2RZ,6015-RZ,75,87.8,-,-,105,1.1,81.0,87,109.0,1.0,0.025,16.0,
447,75,115,20.0,41.6,33.5,1.43,12000,6000,0.68,6015-2Z,6015-Z,75,87.8,-,-,105,1.1,81.0,87,109.0,1.0,0.025,16.0,
448,75,130,25.0,68.9,49.0,2.04,10000,9500,1.4,6215 M,-,75,92,-,-,117,1.5,84.0,-,121.0,1.5,0.025,15.0,
449,75,130,25.0,68.9,49.0,2.04,10000,6700,1.2,6215,-,75,92,-,-,117,1.5,84.0,-,121.0,1.5,0.025,15.0,
450,75,130,25.0,68.9,49.0,2.04,-,3200,1.2,6215-2RS1,6215-RS1,75,92,-,-,117,1.5,84.0,92,121.0,1.5,0.025,15.0,
451,75,130,25.0,68.9,49.0,2.04,10000,5300,1.25,6215-2Z,6215-Z,75,92,-,-,117,1.5,84.0,92,121.0,1.5,0.025,15.0,
452,75,160,37.0,119.0,76.5,3.0,9000,5600,3.05,6315,-,75,101,-,-,139,2.1,87.0,-,148.0,2.0,0.03,13.0,
453,75,160,37.0,119.0,76.5,3.0,9000,5600,3.7,6315 M,-,75,101,-,-,139,2.1,87.0,-,148.0,2.0,0.03,13.0,
454,75,160,37.0,119.0,76.5,3.0,-,2800,3.15,6315-2RS1,6315-RS1,75,101,-,-,139,2.1,87.0,100,148.0,2.0,0.03,13.0,
455,75,160,37.0,119.0,76.5,3.0,9000,4500,3.15,6315-2Z,6315-Z,75,101,-,-,139,2.1,87.0,100,148.0,2.0,0.03,13.0,
456,75,190,45.0,153.0,114.0,4.15,8000,5000,5.8,6415,-,75,110,-,155,-,3.0,91.0,-,174.0,2.5,0.035,12.0,
457,80,100,10.0,12.7,11.2,0.61,-,3600,0.16,61816-2RS1,-,80,86.7,-,-,95.7,1.3,84.0,86,96.0,0.6,0.015,13.0,
458,80,100,10.0,12.7,11.2,0.61,13000,8000,0.15,61816,-,80,86.7,-,-,95.7,1.3,84.0,-,96.0,0.6,0.015,13.0,
459,80,110,16.0,25.1,20.4,1.02,-,3400,0.4,61916-2RS1,-,80,89.8,-,-,103,1.0,85.0,89,105.0,1.0,0.02,14.0,
460,80,110,16.0,25.1,20.4,1.02,12000,6000,0.4,61916-2RZ,-,80,89.8,-,-,103,1.0,85.0,89,105.0,1.0,0.02,14.0,
461,80,110,16.0,25.1,20.4,1.02,12000,7500,0.38,61916,-,80,89.8,-,-,103,1.0,85.0,-,105.0,1.0,0.02,14.0,
462,80,125,14.0,35.1,31.5,1.32,11000,7000,0.61,16016,-,80,95.3,-,110,-,0.6,84.0,-,121.0,0.6,0.02,16.0,
463,80,125,22.0,49.4,40.0,1.66,11000,7000,0.86,6016,-,80,94.4,-,-,115,1.1,86.0,-,119.0,1.0,0.025,16.0,
464,80,125,22.0,49.4,40.0,1.66,-,3200,0.88,6016-2RS1,6016-RS1,80,94.4,-,-,115,1.1,86.0,94,119.0,1.0,0.025,16.0,
465,80,125,22.0,49.4,40.0,1.66,11000,5600,0.89,6016-2Z,6016-Z,80,94.4,-,-,115,1.1,86.0,94,119.0,1.0,0.025,16.0,
466,80,140,26.0,72.8,55.0,2.2,9500,6000,1.45,6216,-,80,101,-,-,127,2.0,91.0,-,129.0,2.0,0.025,15.0,
467,80,140,26.0,72.8,55.0,2.2,9500,8500,1.7,6216 M,-,80,101,-,-,127,2.0,91.0,-,129.0,2.0,0.025,15.0,
468,80,140,26.0,72.8,55.0,2.2,-,3000,1.5,6216-2RS1,6216-RS1,80,101,-,-,127,2.0,91.0,100,129.0,2.0,0.025,15.0,
469,80,140,26.0,72.8,55.0,2.2,9500,4800,1.55,6216-2Z,6216-Z,80,101,-,-,127,2.0,91.0,100,129.0,2.0,0.025,15.0,
470,80,170,39.0,130.0,86.5,3.25,8500,7500,4.4,6316 M,-,80,108,-,-,147,2.1,92.0,-,158.0,2.0,0.03,13.0,
471,80,170,39.0,130.0,86.5,3.25,8500,5300,3.65,6316,-,80,108,-,-,147,2.1,92.0,-,158.0,2.0,0.03,13.0,
472,80,170,39.0,130.0,86.5,3.25,-,2600,3.7,6316-2RS1,6316-RS1,80,108,-,-,147,2.1,92.0,107,158.0,2.0,0.03,13.0,
473,80,170,39.0,130.0,86.5,3.25,8500,4300,3.75,6316-2Z,6316-Z,80,108,-,-,147,2.1,92.0,107,158.0,2.0,0.03,13.0,
474,80,200,48.0,163.0,125.0,4.5,7500,4800,6.85,6416,-,80,116,-,163,-,3.0,96.0,-,184.0,2.5,0.035,12.0,
475,85,110,13.0,19.5,16.6,0.88,-,3400,0.28,61817-2RS1,-,85,93.3,-,-,105,1.9,90.0,93,105.0,1.0,0.015,14.0,
