ID,d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_offen_oder_beidseitig_abgedichtet,Kurzzeichen_einseitig_abgedichtet,d.1,d1,d2,D1,D2,r12_min,da_min,da_max,Da_max,ra_max,kr,f0
476,85,110,13.0,19.5,16.6,0.88,12000,6000,0.28,61817-2RZ,-,85,93.3,-,-,105,1.9,90.0,93,105.0,1.0,0.015,14.0,
477,85,110,13.0,19.5,16.6,0.88,12000,7500,0.26,61817,-,85,93.3,-,-,105,1.9,90.0,-,105.0,1.0,0.015,14.0,
478,85,120,18.0,31.9,30.0,1.25,11000,7000,0.55,61917,-,85,96.4,-,109,-,1.1,91.0,-,114.0,1.0,0.02,16.0,
479,85,130,14.0,35.8,33.5,1.37,11000,6700,0.64,16017,-,85,100,-,115,-,0.6,89.0,-,126.0,0.6,0.02,17.0,
480,85,130,22.0,52.0,43.0,1.76,11000,6700,0.9,6017,-,85,99.4,-,-,120,1.1,92.0,-,123.0,1.0,0.025,16.0,
481,85,130,22.0,52.0,43.0,1.76,-,3000,0.93,6017-2RS1,6017-RS1,85,99.4,-,-,120,1.1,92.0,99,123.0,1.0,0.025,16.0,
482,85,130,22.0,52.0,43.0,1.76,11000,5300,0.94,6017-2Z,6017-Z,85,99.4,-,-,120,1.1,92.0,99,123.0,1.0,0.025,16.0,
483,85,150,28.0,87.1,64.0,2.5,9000,8000,2.0,6217 M,-,85,106,-,-,135,2.0,96.0,-,139.0,2.0,0.025,15.0,
484,85,150,28.0,87.1,64.0,2.5,9000,5600,1.8,6217,-,85,106,-,-,135,2.0,96.0,-,139.0,2.0,0.025,15.0,
485,85,150,28.0,87.1,64.0,2.5,-,2800,1.9,6217-2RS1,6217-RS1,85,106,-,-,135,2.0,96.0,105,139.0,2.0,0.025,15.0,
486,85,150,28.0,87.1,64.0,2.5,9000,4500,1.9,6217-2Z,6217-Z,85,106,-,-,135,2.0,96.0,105,139.0,2.0,0.025,15.0,
487,85,180,41.0,140.0,96.5,3.55,8000,5000,4.25,6317,-,85,114,-,-,156,3.0,99.0,-,166.0,2.5,0.03,13.0,
488,85,180,41.0,140.0,96.5,3.55,8000,7500,5.2,6317 M,-,85,114,-,-,156,3.0,99.0,-,166.0,2.5,0.03,13.0,
489,85,180,41.0,140.0,96.5,3.55,-,2400,4.35,6317-2RS1,6317-RS1,85,114,-,-,156,3.0,99.0,114,166.0,2.5,0.03,13.0,
490,85,180,41.0,140.0,96.5,3.55,8000,4000,4.4,6317-2Z,6317-Z,85,114,-,-,156,3.0,99.0,114,166.0,2.5,0.03,13.0,
491,85,210,52.0,174.0,137.0,4.75,7000,4500,8.05,6417,-,85,123,-,172,-,4.0,105.0,-,190.0,3.0,0.035,12.0,
492,90,115,13.0,19.5,17.0,0.915,-,3200,0.29,61818-2RS1,-,90,98.3,-,-,110,1.0,95.0,98,110.0,1.0,0.015,13.0,
493,90,115,13.0,19.5,17.0,0.915,11000,5600,0.29,61818-2RZ,-,90,98.3,-,-,110,1.0,95.0,98,110.0,1.0,0.015,13.0,
494,90,115,13.0,19.5,17.0,0.915,11000,7000,0.28,61818,-,90,98.3,-,-,110,1.0,95.0,-,110.0,1.0,0.015,13.0,
495,90,125,18.0,33.2,31.5,1.29,11000,6700,0.59,61918,-,90,101,-,114,-,1.1,96.0,-,119.0,1.0,0.02,17.0,
496,90,140,16.0,43.6,39.0,1.56,10000,6300,0.85,16018,-,90,106,-,124,-,1.0,95.0,-,135.0,1.0,0.02,16.0,
497,90,140,24.0,60.5,50.0,1.96,10000,8500,1.35,6018 M,-,90,105,-,-,129,1.5,97.0,-,133.0,1.5,0.025,16.0,
498,90,140,24.0,60.5,50.0,1.96,10000,6300,1.15,6018,-,90,105,-,-,129,1.5,97.0,-,133.0,1.5,0.025,16.0,
499,90,140,24.0,60.5,50.0,1.96,-,2800,1.2,6018-2RS1,6018-RS1,90,105,-,-,129,1.5,97.0,105,133.0,1.5,0.025,16.0,
500,90,140,24.0,60.5,50.0,1.96,10000,5000,1.2,6018-2Z,6018-Z,90,105,-,-,129,1.5,97.0,105,133.0,1.5,0.025,16.0,
501,90,160,30.0,101.0,73.5,2.8,8500,5300,2.2,6218,-,90,112,-,-,143,2.0,101.0,-,149.0,2.0,0.025,15.0,
502,90,160,30.0,101.0,73.5,2.8,8500,5300,2.65,6218 M,-,90,112,-,-,143,2.0,101.0,-,149.0,2.0,0.025,15.0,
503,90,160,30.0,101.0,73.5,2.8,-,2600,2.3,6218-2RS1,6218-RS1,90,112,-,-,143,2.0,101.0,112,149.0,2.0,0.025,15.0,
504,90,160,30.0,101.0,73.5,2.8,8500,4300,2.3,6218-2Z,6218-Z,90,112,-,-,143,2.0,101.0,112,149.0,2.0,0.025,15.0,
505,90,190,43.0,151.0,108.0,3.8,7500,7000,6.1,6318 M,-,90,121,-,-,164,3.0,104.0,-,176.0,2.5,0.03,13.0,
506,90,190,43.0,151.0,108.0,3.8,7500,4800,4.95,6318,-,90,121,-,-,164,3.0,104.0,-,176.0,2.5,0.03,13.0,
507,90,190,43.0,151.0,108.0,3.8,-,2400,5.1,6318-2RS1,6318-RS1,90,121,-,-,164,3.0,104.0,120,176.0,2.5,0.03,13.0,
508,90,190,43.0,151.0,108.0,3.8,7500,3800,5.15,6318-2Z,6318-Z,90,121,-,-,164,3.0,104.0,120,176.0,2.5,0.03,13.0,
509,90,225,54.0,186.0,150.0,5.0,6700,4300,9.8,6418,-,90,132,-,181,-,4.0,110.0,-,205.0,3.0,0.035,13.0,
510,95,120,13.0,19.9,17.6,0.93,-,3000,0.31,61819-2RS1,-,95,103,-,-,115,1.0,100.0,102,115.0,1.0,0.015,13.0,
511,95,120,13.0,19.9,17.6,0.93,11000,6700,0.29,61819,-,95,103,-,-,115,1.0,100.0,-,115.0,1.0,0.015,13.0,
512,95,130,18.0,33.8,33.5,1.34,-,3000,0.65,61919-2RS1,-,95,106,-,-,122,1.1,101.0,105,124.0,1.0,0.02,17.0,
513,95,130,18.0,33.8,33.5,1.34,10000,6300,0.61,61919,-,95,106,-,119,-,1.1,101.0,-,124.0,1.0,0.02,17.0,
514,95,145,16.0,44.9,41.5,1.63,9500,6000,0.89,16019,-,95,111,-,129,-,1.0,100.0,-,140.0,1.0,0.02,16.0,
515,95,145,24.0,63.7,54.0,2.08,9500,6000,1.2,6019,-,95,111,-,-,134,1.5,102.0,-,138.0,1.5,0.025,16.0,
516,95,145,24.0,63.7,54.0,2.08,-,2800,1.25,6019-2RS1,-,95,111,-,-,134,1.5,102.0,111,138.0,1.5,0.025,16.0,
517,95,145,24.0,63.7,54.0,2.08,9500,4800,1.25,6019-2Z,6019-Z,95,111,-,-,134,1.5,102.0,111,138.0,1.5,0.025,16.0,
518,95,170,32.0,114.0,81.5,3.0,8000,5000,2.65,6219,-,95,118,-,-,152,2.1,107.0,-,158.0,2.0,0.025,14.0,
519,95,170,32.0,114.0,81.5,3.0,8000,5000,3.2,6219 M,-,95,118,-,-,152,2.1,107.0,-,158.0,2.0,0.025,14.0,
520,95,170,32.0,114.0,81.5,3.0,-,2400,2.7,6219-2RS1,6219-RS1,95,118,-,-,152,2.1,107.0,118,158.0,2.0,0.025,14.0,
521,95,170,32.0,114.0,81.5,3.0,8000,4000,2.7,6219-2Z,6219-Z,95,118,-,-,152,2.1,107.0,118,158.0,2.0,0.025,14.0,
522,95,200,45.0,159.0,118.0,4.15,7000,4500,5.75,6319,-,95,127,-,-,172,3.0,109.0,-,186.0,2.5,0.03,13.0,
523,95,200,45.0,159.0,118.0,4.15,7000,6300,7.05,6319 M,-,95,127,-,-,172,3.0,109.0,-,186.0,2.5,0.03,13.0,
524,95,200,45.0,159.0,118.0,4.15,-,2200,5.85,6319-2RS1,6319-RS1,95,127,-,-,172,3.0,109.0,127,186.0,2.5,0.03,13.0,
525,95,200,45.0,159.0,118.0,4.15,7000,3600,5.85,6319-2Z,6319-Z,95,127,-,-,172,3.0,109.0,127,186.0,2.5,0.03,13.0,
526,100,125,13.0,17.8,18.3,0.95,-,3000,0.32,61820-2RS1,-,100,108,-,-,120,1.0,105.0,107,120.0,1.0,0.015,13.0,
527,100,125,13.0,17.8,18.3,0.95,10000,5300,0.32,61820-2RZ,-,100,108,-,-,120,1.0,105.0,107,120.0,1.0,0.015,13.0,
528,100,125,13.0,17.8,18.3,0.95,10000,6300,0.3,61820,-,100,108,-,-,120,1.0,105.0,-,120.0,1.0,0.015,13.0,
529,100,140,20.0,42.3,41.5,1.63,9500,6000,0.83,61920,-,100,112,-,128,-,1.1,106.0,-,134.0,1.0,0.02,16.0,
530,100,150,16.0,46.2,44.0,1.7,9500,5600,0.94,16020,-,100,116,-,134,-,1.0,105.0,-,145.0,1.0,0.02,17.0,
531,100,150,24.0,63.7,54.0,2.04,9500,7500,1.45,6020 M,-,100,115,-,-,139,1.5,107.0,-,143.0,1.5,0.025,16.0,
532,100,150,24.0,63.7,54.0,2.04,9500,5600,1.25,6020,-,100,115,-,-,139,1.5,107.0,-,143.0,1.5,0.025,16.0,
533,100,150,24.0,63.7,54.0,2.04,-,2600,1.3,6020-2RS1,6020-RS1,100,115,-,-,139,1.5,107.0,115,143.0,1.5,0.025,16.0,
534,100,150,24.0,63.7,54.0,2.04,9500,4500,1.3,6020-2Z,6020-Z,100,115,-,-,139,1.5,107.0,115,143.0,1.5,0.025,16.0,
535,100,180,34.0,127.0,93.0,3.35,7500,4800,3.2,6220,-,100,124,-,-,160,2.1,112.0,-,168.0,2.0,0.025,14.0,
536,100,180,34.0,127.0,93.0,3.35,7500,7000,3.8,6220 M,-,100,124,-,-,160,2.1,112.0,-,168.0,2.0,0.025,14.0,
537,100,180,34.0,127.0,93.0,3.35,-,2400,3.3,6220-2RS1,6220-RS1,100,124,-,-,160,2.1,112.0,124,168.0,2.0,0.025,14.0,
538,100,180,34.0,127.0,93.0,3.35,7500,3800,3.3,6220-2Z,6220-Z,100,124,-,-,160,2.1,112.0,124,168.0,2.0,0.025,14.0,
539,100,215,47.0,174.0,140.0,4.75,6700,4300,7.1,6320,-,100,135,-,-,184,3.0,114.0,-,201.0,2.5,0.03,13.0,
540,100,215,47.0,174.0,140.0,4.75,6700,6000,8.7,6320 M,-,100,135,-,-,184,3.0,114.0,-,201.0,2.5,0.03,13.0,
541,100,215,47.0,174.0,140.0,4.75,-,2000,7.2,6320-2RS1,6320-RS1,100,135,-,-,184,3.0,114.0,135,201.0,2.5,0.03,13.0,
542,100,215,47.0,174.0,140.0,4.75,6700,3400,7.3,6320-2Z,6320-Z,100,135,-,-,184,3.0,114.0,135,201.0,2.5,0.03,13.0,
543,105,130,13.0,20.8,19.6,1.0,-,2800,0.33,61821-2RS1,-,105,112,-,-,125,1.0,110.0,112,125.0,1.0,0.015,13.0,
544,105,130,13.0,20.8,19.6,1.0,10000,5000,0.33,61821-2RZ,-,105,112,-,-,125,1.0,110.0,112,125.0,1.0,0.015,13.0,
545,105,130,13.0,20.8,19.6,1.0,10000,6300,0.31,61821,-,105,112,-,-,125,1.0,110.0,-,125.0,1.0,0.015,13.0,
546,105,145,20.0,44.2,44.0,1.7,9500,5600,0.87,61921,-,105,117,-,133,-,1.1,111.0,-,139.0,1.0,0.02,17.0,
547,105,160,18.0,54.0,51.0,1.86,8500,5300,1.2,16021,-,105,123,-,142,-,1.0,110.0,-,155.0,1.0,0.02,16.0,
548,105,160,26.0,76.1,65.5,2.4,8500,5300,1.6,6021,-,105,122,-,-,147,2.0,116.0,-,149.0,2.0,0.025,16.0,
549,105,160,26.0,76.1,65.5,2.4,8500,7500,1.85,6021 M,-,105,122,-,-,147,2.0,116.0,-,149.0,2.0,0.025,16.0,
550,105,160,26.0,76.1,65.5,2.4,-,2400,1.65,6021-2RS1,6021-RS1,105,122,-,-,147,2.0,116.0,122,149.0,2.0,0.025,16.0,
551,105,160,26.0,76.1,65.5,2.4,8500,4300,1.65,6021-2Z,6021-Z,105,122,-,-,147,2.0,116.0,122,149.0,2.0,0.025,16.0,
552,105,190,36.0,140.0,104.0,3.65,7000,4500,3.8,6221,-,105,131,-,-,167,2.1,117.0,-,178.0,2.0,0.025,14.0,
553,105,190,36.0,140.0,104.0,3.65,7000,3600,3.9,6221-2Z,6221-Z,105,131,-,-,167,2.1,117.0,131,178.0,2.0,0.025,14.0,
554,105,225,49.0,182.0,153.0,5.1,6300,3200,8.25,6321-2Z,6321-Z,105,141,-,-,194,3.0,119.0,140,211.0,2.5,0.03,13.0,
555,105,225,49.0,182.0,153.0,5.1,6300,4000,8.2,6321,-,105,141,-,188,-,3.0,119.0,-,211.0,2.5,0.03,13.0,
556,110,140,16.0,28.1,26.0,1.25,-,2600,0.6,61822-2RS1,-,110,118,-,-,135,1.0,115.0,118,135.0,1.0,0.015,14.0,
557,110,140,16.0,28.1,26.0,1.25,9500,4500,0.6,61822-2RZ,-,110,118,-,-,135,1.0,115.0,118,135.0,1.0,0.015,14.0,
558,110,140,16.0,28.1,26.0,1.25,9500,5600,0.47,61822,-,110,118,-,-,135,1.0,115.0,-,135.0,1.0,0.015,14.0,
559,110,150,20.0,43.6,45.0,1.66,9000,5600,0.9,61922,-,110,122,-,138,-,1.1,116.0,-,144.0,1.0,0.02,17.0,
560,110,150,20.0,43.6,45.0,1.66,9000,7500,1.05,61922 MA,-,110,122,-,-,81.5,1.1,116.0,-,144.0,1.0,0.02,17.0,
561,110,170,19.0,60.5,57.0,2.04,8000,5000,1.45,16022,-,110,130,-,150,-,1.0,115.0,-,165.0,1.0,0.02,16.0,
562,110,170,28.0,85.2,73.5,2.6,8000,5000,1.95,6022,-,110,129,-,-,156,2.0,119.0,-,161.0,2.0,0.025,16.0,
563,110,170,28.0,85.2,73.5,2.6,8000,7000,2.3,6022 M,-,110,129,-,-,156,2.0,119.0,-,161.0,2.0,0.025,16.0,
564,110,170,28.0,85.2,73.5,2.6,-,2400,2.0,6022-2RS1,6022-RS1,110,129,-,-,156,2.0,119.0,128,161.0,2.0,0.025,16.0,
565,110,170,28.0,85.2,73.5,2.6,8000,4000,2.05,6022-2Z,6022-Z,110,129,-,-,156,2.0,119.0,128,161.0,2.0,0.025,16.0,
566,110,200,38.0,151.0,118.0,4.0,6700,4300,4.45,6222,-,110,138,-,-,177,2.1,122.0,-,188.0,2.0,0.025,14.0,
567,110,200,38.0,151.0,118.0,4.0,-,2000,4.6,6222-2RS1,6222-RS1,110,138,-,-,177,2.1,122.0,137,188.0,2.0,0.025,14.0,
568,110,200,38.0,151.0,118.0,4.0,6700,3400,4.6,6222-2Z,6222-Z,110,138,-,-,177,2.1,122.0,137,188.0,2.0,0.025,14.0,
569,110,240,50.0,203.0,180.0,5.7,6000,3800,9.65,6322,-,110,149,-,200,-,3.0,124.0,-,226.0,2.5,0.03,13.0,
570,110,240,50.0,203.0,180.0,5.7,6000,5300,11.5,6322 M,-,110,149,-,200,-,3.0,124.0,-,226.0,2.5,0.03,13.0,
571,120,150,16.0,29.1,28.0,1.29,-,2400,0.65,61824-2RS1,-,120,128,-,-,145,1.0,125.0,128,145.0,1.0,0.015,14.0,
572,120,150,16.0,29.1,28.0,1.29,8500,4300,0.65,61824-2RZ,-,120,128,-,-,145,1.0,125.0,128,145.0,1.0,0.015,14.0,
573,120,150,16.0,29.1,28.0,1.29,8500,5300,0.51,61824,-,120,128,-,-,145,1.0,125.0,-,145.0,1.0,0.015,14.0,
574,120,165,22.0,55.3,57.0,2.04,8000,5000,1.2,61924,-,120,134,-,151,-,1.1,126.0,-,159.0,1.0,0.02,17.0,
575,120,165,22.0,55.3,57.0,2.04,8000,6700,1.4,61924 MA,-,120,134,-,152,-,1.1,126.0,-,159.0,1.0,0.02,17.0,
576,120,180,19.0,63.7,64.0,2.2,7500,4800,1.55,16024,-,120,139,-,161,-,1.0,125.0,-,175.0,1.0,0.02,17.0,
577,120,180,28.0,88.4,80.0,2.75,7500,6300,2.45,6024 MA,-,120,139,-,-,166,2.0,129.0,-,171.0,2.0,0.025,16.0,
578,120,180,28.0,88.4,80.0,2.75,7500,4800,2.1,6024,-,120,139,-,-,166,2.0,129.0,-,171.0,2.0,0.025,16.0,
579,120,180,28.0,88.4,80.0,2.75,-,2200,2.15,6024-2RS1,6024-RS1,120,139,-,-,166,2.0,129.0,139,171.0,2.0,0.025,16.0,
580,120,180,28.0,88.4,80.0,2.75,7500,3800,2.2,6024-2Z,6024-Z,120,139,-,-,166,2.0,129.0,139,171.0,2.0,0.025,16.0,
581,120,215,40.0,146.0,118.0,3.9,6300,4000,5.25,6224,-,120,150,-,185,-,2.1,132.0,-,203.0,2.0,0.025,14.0,
582,120,215,40.0,146.0,118.0,3.9,6300,5600,6.1,6224 M,-,120,150,-,185,-,2.1,132.0,-,203.0,2.0,0.025,14.0,
583,120,215,40.0,146.0,118.0,3.9,-,1900,5.35,6224-2RS1,6224-RS1,120,150,-,-,190,2.1,132.0,150,203.0,2.0,0.025,14.0,
584,120,215,40.0,146.0,118.0,3.9,6300,3200,5.35,6224-2Z,6224-Z,120,150,-,-,190,2.1,132.0,150,203.0,2.0,0.025,14.0,
585,120,260,55.0,208.0,186.0,5.7,5600,3400,12.5,6324,-,120,164,-,215,-,3.0,134.0,-,246.0,2.5,0.03,14.0,
586,120,260,55.0,208.0,186.0,5.7,5600,5000,14.0,6324 M,-,120,164,-,215,-,3.0,134.0,-,246.0,2.5,0.03,14.0,
587,120,260,55.0,208.0,186.0,5.7,-,1700,12.5,6324-2RS1,6324-RS1,120,164,-,-,221,3.0,134.0,164,246.0,2.5,0.03,14.0,
588,120,260,55.0,208.0,186.0,5.7,5600,2800,12.5,6324-2Z,6324-Z,120,164,-,-,221,3.0,134.0,164,246.0,2.5,0.03,14.0,
589,130,165,18.0,37.7,43.0,1.6,-,2200,0.93,61826-2RS1,-,130,140,-,-,158,1.1,136.0,139,159.0,1.0,0.015,16.0,
590,130,165,18.0,37.7,43.0,1.6,8000,3800,0.93,61826-2RZ,-,130,140,-,-,158,1.1,136.0,139,159.0,1.0,0.015,16.0,
591,130,165,18.0,37.7,43.0,1.6,8000,4800,0.75,61826,-,130,140,-,-,158,1.1,136.0,-,159.0,1.0,0.015,16.0,
592,130,180,24.0,65.0,67.0,2.28,7500,4500,1.6,61926,-,130,145,-,164,-,1.5,137.0,-,173.0,1.5,0.02,16.0,
593,130,200,22.0,83.2,81.5,2.7,7000,4300,2.35,16026,-,130,153,-,176,-,1.1,136.0,-,192.0,1.0,0.02,16.0,
594,130,200,33.0,112.0,100.0,3.35,7000,5600,3.75,6026 M,-,130,152,-,-,182,2.0,139.0,-,191.0,2.0,0.025,16.0,
595,130,200,33.0,112.0,100.0,3.35,7000,4300,3.3,6026,-,130,152,-,-,182,2.0,139.0,-,191.0,2.0,0.025,16.0,
596,130,200,33.0,112.0,100.0,3.35,-,2000,3.3,6026-2RS1,6026-RS1,130,152,-,-,182,2.0,139.0,152,191.0,2.0,0.025,16.0,
597,130,200,33.0,112.0,100.0,3.35,7000,3400,3.35,6026-2Z,6026-Z,130,152,-,-,182,2.0,139.0,152,191.0,2.0,0.025,16.0,
598,130,230,40.0,156.0,132.0,4.15,5600,5300,6.95,6226 M,-,130,160,-,198,-,3.0,144.0,-,216.0,2.5,0.025,15.0,
599,130,230,40.0,156.0,132.0,4.15,5600,3600,5.85,6226,-,130,160,-,198,-,3.0,144.0,-,216.0,2.5,0.025,15.0,
600,130,230,40.0,156.0,132.0,4.15,-,1800,6.0,6226-2RS1,6226-RS1,130,160,-,-,203,3.0,144.0,160,216.0,2.5,0.025,15.0,
601,130,230,40.0,156.0,132.0,4.15,5600,3000,6.0,6226-2Z,6226-Z,130,160,-,-,203,3.0,144.0,160,216.0,2.5,0.025,15.0,
602,130,280,58.0,229.0,216.0,6.3,5000,3200,15.0,6326,-,130,177,-,232,-,4.0,147.0,-,263.0,3.0,0.03,14.0,
603,130,280,58.0,229.0,216.0,6.3,5000,4500,17.5,6326 M,-,130,177,-,232,-,4.0,147.0,-,263.0,3.0,0.03,14.0,
604,140,175,18.0,39.0,46.5,1.66,-,2000,0.99,61828-2RS1,-,140,150,-,-,167,1.1,146.0,150,169.0,1.0,0.015,16.0,
605,140,175,18.0,39.0,46.5,1.66,7500,3600,0.99,61828-2RZ,-,140,150,-,-,167,1.1,146.0,150,169.0,1.0,0.015,16.0,
606,140,175,18.0,39.0,46.5,1.66,7500,4500,0.82,61828,-,140,150,-,-,167,2.5,146.0,-,169.0,1.0,0.015,16.0,
607,140,190,24.0,66.3,72.0,2.36,7000,4300,1.7,61928,-,140,156,-,174,-,1.5,147.0,-,183.0,1.5,0.02,15.0,
608,140,190,24.0,66.3,72.0,2.36,7000,5600,2.0,61928 MA,-,140,156,-,175,-,1.5,147.0,-,183.0,1.5,0.02,17.0,
609,140,210,22.0,80.6,86.5,2.8,6700,4000,2.55,16028,-,140,163,-,186,-,1.1,146.0,-,204.0,1.0,0.02,17.0,
610,140,210,33.0,111.0,108.0,3.45,6700,5300,4.0,6028 M,-,140,162,-,-,192,2.0,149.0,-,201.0,2.0,0.025,16.0,
611,140,210,33.0,111.0,108.0,3.45,6700,4000,3.45,6028,-,140,162,-,-,192,2.0,149.0,-,201.0,2.0,0.025,16.0,
612,140,210,33.0,111.0,108.0,3.45,-,1800,3.55,6028-2RS1,6028-RS1,140,162,-,-,192,2.0,149.0,162,201.0,2.0,0.025,16.0,
613,140,210,33.0,111.0,108.0,3.45,6700,3200,3.55,6028-2Z,6028-Z,140,162,-,-,192,2.0,149.0,162,201.0,2.0,0.025,16.0,
614,140,250,42.0,165.0,150.0,4.55,5300,3400,7.75,6228,-,140,175,-,213,-,3.0,154.0,-,236.0,2.5,0.025,15.0,
615,140,250,42.0,165.0,150.0,4.55,5300,4800,9.4,6228 MA,-,140,175,-,214,-,3.0,154.0,-,236.0,2.5,0.025,15.0,
616,140,300,62.0,251.0,245.0,7.1,4800,3000,18.5,6328,-,140,190,-,249,-,4.0,157.0,-,283.0,3.0,0.03,14.0,
617,140,300,62.0,251.0,245.0,7.1,4800,4300,21.0,6328 M,-,140,190,-,249,-,4.0,157.0,-,283.0,3.0,0.03,14.0,
618,150,190,20.0,48.8,61.0,1.96,6700,4300,1.2,61830,-,150,162,-,178,-,2.5,156.0,-,184.0,1.0,0.015,17.0,
619,150,190,20.0,48.8,61.0,1.96,6700,4300,1.35,61830 MA,-,150,162,-,178,-,1.1,156.0,-,184.0,1.0,0.015,17.0,
620,150,210,28.0,88.4,93.0,2.9,6300,5300,3.05,61930 MA,-,150,169,-,192,-,2.0,159.0,-,201.0,2.0,0.02,16.0,
621,150,225,24.0,92.2,98.0,3.05,6000,3800,3.15,16030,-,150,174,-,200,-,1.1,156.0,-,219.0,1.0,0.02,17.0,
622,150,225,35.0,125.0,125.0,3.9,6000,5000,4.9,6030 M,-,150,174,-,-,206,2.1,160.0,-,215.0,2.0,0.025,16.0,
623,150,225,35.0,125.0,125.0,3.9,6000,3800,4.3,6030,-,150,174,-,-,206,2.1,160.0,-,215.0,2.0,0.025,16.0,
624,150,225,35.0,125.0,125.0,3.9,-,1700,4.35,6030-2RS1,6030-RS1,150,174,-,-,206,2.1,160.0,173,215.0,2.0,0.025,16.0,
625,150,225,35.0,125.0,125.0,3.9,6000,3000,4.4,6030-2Z,6030-Z,150,174,-,-,206,2.1,160.0,173,215.0,2.0,0.025,16.0,
626,150,270,45.0,174.0,166.0,4.9,5000,3200,10.0,6230,-,150,190,-,228,-,3.0,164.0,-,256.0,2.5,0.025,15.0,
627,150,270,45.0,174.0,166.0,4.9,5000,4500,11.5,6230 M,-,150,190,-,228,-,3.0,164.0,-,256.0,2.5,0.025,15.0,
628,150,320,65.0,276.0,285.0,7.8,4300,2800,23.0,6330,-,150,205,-,264,-,4.0,167.0,-,303.0,3.0,0.03,14.0,
629,150,320,65.0,276.0,285.0,7.8,4300,4000,25.5,6330 M,-,150,205,-,264,-,4.0,167.0,-,303.0,3.0,0.03,14.0,
630,160,200,20.0,49.4,64.0,2.0,6300,4000,1.25,61832,-,160,172,-,188,-,1.1,166.0,-,194.0,1.0,0.015,17.0,
631,160,220,28.0,92.3,98.0,3.05,6000,3800,2.7,61932,-,160,179,-,201,-,2.0,169.0,-,211.0,2.0,0.02,17.0,
632,160,220,28.0,92.3,98.0,3.05,6000,5000,3.2,61932 MA,-,160,179,-,202,-,2.0,169.0,-,211.0,2.0,0.02,17.0,
633,160,240,25.0,99.5,108.0,3.25,5600,3600,3.65,16032,-,160,185,-,214,-,1.5,167.0,-,233.0,1.5,0.02,17.0,
